"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Italy","2018","Total","Female","36","Estimate - de jure","Final figure, complete","2019","366968",""
"Italy","2018","Total","Female","37","Estimate - de jure","Final figure, complete","2019","374908",""
"Italy","2018","Total","Female","38","Estimate - de jure","Final figure, complete","2019","388300",""
"Italy","2018","Total","Female","39","Estimate - de jure","Final figure, complete","2019","408345",""
"Italy","2018","Total","Female","40","Estimate - de jure","Final figure, complete","2019","422655",""
"Italy","2018","Total","Female","40 - 44","Estimate - de jure","Final figure, complete","2019","2287490",""
"Italy","2018","Total","Female","41","Estimate - de jure","Final figure, complete","2019","441477",""
"Italy","2018","Total","Female","42","Estimate - de jure","Final figure, complete","2019","462405",""
"Italy","2018","Total","Female","43","Estimate - de jure","Final figure, complete","2019","481501",""
"Italy","2018","Total","Female","44","Estimate - de jure","Final figure, complete","2019","479452",""
"Italy","2018","Total","Female","45","Estimate - de jure","Final figure, complete","2019","483684",""
"Italy","2018","Total","Female","45 - 49","Estimate - de jure","Final figure, complete","2019","2456697",""
"Italy","2018","Total","Female","46","Estimate - de jure","Final figure, complete","2019","490257",""
"Italy","2018","Total","Female","47","Estimate - de jure","Final figure, complete","2019","485679",""
"Italy","2018","Total","Female","48","Estimate - de jure","Final figure, complete","2019","499898",""
"Italy","2018","Total","Female","49","Estimate - de jure","Final figure, complete","2019","497179",""
"Italy","2018","Total","Female","50","Estimate - de jure","Final figure, complete","2019","500395",""
"Italy","2018","Total","Female","50 - 54","Estimate - de jure","Final figure, complete","2019","2494684",""
"Italy","2018","Total","Female","51","Estimate - de jure","Final figure, complete","2019","502677",""
"Italy","2018","Total","Female","52","Estimate - de jure","Final figure, complete","2019","501898",""
"Italy","2018","Total","Female","53","Estimate - de jure","Final figure, complete","2019","509281",""
"Italy","2018","Total","Female","54","Estimate - de jure","Final figure, complete","2019","480433",""
"Italy","2018","Total","Female","55","Estimate - de jure","Final figure, complete","2019","465410",""
"Italy","2018","Total","Female","55 - 59","Estimate - de jure","Final figure, complete","2019","2211273",""
"Italy","2018","Total","Female","56","Estimate - de jure","Final figure, complete","2019","456701",""
"Italy","2018","Total","Female","57","Estimate - de jure","Final figure, complete","2019","442786",""
"Italy","2018","Total","Female","58","Estimate - de jure","Final figure, complete","2019","432174",""
"Italy","2018","Total","Female","59","Estimate - de jure","Final figure, complete","2019","414202",""
"Italy","2018","Total","Female","60","Estimate - de jure","Final figure, complete","2019","409758",""
"Italy","2018","Total","Female","60 - 64","Estimate - de jure","Final figure, complete","2019","1960672",""
"Italy","2018","Total","Female","61","Estimate - de jure","Final figure, complete","2019","401151",""
"Italy","2018","Total","Female","62","Estimate - de jure","Final figure, complete","2019","393490",""
"Italy","2018","Total","Female","63","Estimate - de jure","Final figure, complete","2019","387941",""
"Italy","2018","Total","Female","64","Estimate - de jure","Final figure, complete","2019","368332",""
"Italy","2018","Total","Female","65","Estimate - de jure","Final figure, complete","2019","363168",""
"Italy","2018","Total","Female","65 - 69","Estimate - de jure","Final figure, complete","2019","1863136",""
"Italy","2018","Total","Female","66","Estimate - de jure","Final figure, complete","2019","361351",""
"Italy","2018","Total","Female","67","Estimate - de jure","Final figure, complete","2019","373621",""
"Italy","2018","Total","Female","68","Estimate - de jure","Final figure, complete","2019","374613",""
"Italy","2018","Total","Female","69","Estimate - de jure","Final figure, complete","2019","390383",""
"Italy","2018","Total","Female","70","Estimate - de jure","Final figure, complete","2019","380149",""
"Italy","2018","Total","Female","70 - 74","Estimate - de jure","Final figure, complete","2019","1654401",""
"Italy","2018","Total","Female","71","Estimate - de jure","Final figure, complete","2019","379376",""
"Italy","2018","Total","Female","72","Estimate - de jure","Final figure, complete","2019","292506",""
"Italy","2018","Total","Female","73","Estimate - de jure","Final figure, complete","2019","299882",""
"Italy","2018","Total","Female","74","Estimate - de jure","Final figure, complete","2019","302488",""
"Italy","2018","Total","Female","75","Estimate - de jure","Final figure, complete","2019","298957",""
"Italy","2018","Total","Female","75 - 79","Estimate - de jure","Final figure, complete","2019","1545097",""
"Italy","2018","Total","Female","76","Estimate - de jure","Final figure, complete","2019","299208",""
"Italy","2018","Total","Female","77","Estimate - de jure","Final figure, complete","2019","326311",""
"Italy","2018","Total","Female","78","Estimate - de jure","Final figure, complete","2019","316798",""
"Italy","2018","Total","Female","79","Estimate - de jure","Final figure, complete","2019","303823",""
"Italy","2018","Total","Female","80","Estimate - de jure","Final figure, complete","2019","276608",""
"Italy","2018","Total","Female","80 - 84","Estimate - de jure","Final figure, complete","2019","1244511",""
"Italy","2018","Total","Female","81","Estimate - de jure","Final figure, complete","2019","255325",""
"Italy","2018","Total","Female","82","Estimate - de jure","Final figure, complete","2019","253165",""
"Italy","2018","Total","Female","83","Estimate - de jure","Final figure, complete","2019","237923",""
"Italy","2018","Total","Female","84","Estimate - de jure","Final figure, complete","2019","221490",""
"Italy","2018","Total","Female","85","Estimate - de jure","Final figure, complete","2019","204677",""
"Italy","2018","Total","Female","85 - 89","Estimate - de jure","Final figure, complete","2019","874312",""
"Italy","2018","Total","Female","86","Estimate - de jure","Final figure, complete","2019","192074",""
"Italy","2018","Total","Female","87","Estimate - de jure","Final figure, complete","2019","185272",""
"Italy","2018","Total","Female","88","Estimate - de jure","Final figure, complete","2019","154976",""
"Italy","2018","Total","Female","89","Estimate - de jure","Final figure, complete","2019","137313",""
"Italy","2018","Total","Female","90","Estimate - de jure","Final figure, complete","2019","119440",""
"Italy","2018","Total","Female","90 - 94","Estimate - de jure","Final figure, complete","2019","423649",""
"Italy","2018","Total","Female","91","Estimate - de jure","Final figure, complete","2019","100209",""
"Italy","2018","Total","Female","92","Estimate - de jure","Final figure, complete","2019","83035",""
"Italy","2018","Total","Female","93","Estimate - de jure","Final figure, complete","2019","67141",""
"Italy","2018","Total","Female","94","Estimate - de jure","Final figure, complete","2019","53824",""
"Italy","2018","Total","Female","95","Estimate - de jure","Final figure, complete","2019","40999",""
"Italy","2018","Total","Female","95 - 99","Estimate - de jure","Final figure, complete","2019","110329",""
"Italy","2018","Total","Female","96","Estimate - de jure","Final figure, complete","2019","30995",""
"Italy","2018","Total","Female","97","Estimate - de jure","Final figure, complete","2019","22161",""
"Italy","2018","Total","Female","98","Estimate - de jure","Final figure, complete","2019","10572",""
"Italy","2018","Total","Female","99","Estimate - de jure","Final figure, complete","2019","5602",""
"Italy","2018","Total","Female","100","Estimate - de jure","Final figure, complete","2019","4140",""
"Italy","2018","Total","Female","100 - 104","Estimate - de jure","Final figure, complete","2019","12163",""
"Italy","2018","Total","Female","101","Estimate - de jure","Final figure, complete","2019","3128",""
"Italy","2018","Total","Female","102","Estimate - de jure","Final figure, complete","2019","2493",""
"Italy","2018","Total","Female","103","Estimate - de jure","Final figure, complete","2019","1629",""
"Italy","2018","Total","Female","104","Estimate - de jure","Final figure, complete","2019","773",""
"Italy","2018","Total","Female","105","Estimate - de jure","Final figure, complete","2019","465",""
"Italy","2018","Total","Female","105 - 109","Estimate - de jure","Final figure, complete","2019","913",""
"Italy","2018","Total","Female","106","Estimate - de jure","Final figure, complete","2019","227",""
"Italy","2018","Total","Female","107","Estimate - de jure","Final figure, complete","2019","139",""
"Italy","2018","Total","Female","108","Estimate - de jure","Final figure, complete","2019","51",""
"Italy","2018","Total","Female","109","Estimate - de jure","Final figure, complete","2019","31",""
"Italy","2018","Total","Female","110 +","Estimate - de jure","Final figure, complete","2019","14",""

