date;country;state;city;ibgeID;newDeaths;deaths;newCases;totalCases;deaths_per_100k_inhabitants;totalCases_per_100k_inhabitants;deaths_by_totalCases;X_source;is_last;day1_death;day_10death;day_5death;day1_case;day_100cases;day_10cases;day_25cases;day_50cases;day_75cases;tem_rodo;tem_rodo_1;tem_rodo_2
14/04/2020;Brazil;SP;Tanabi/SP;3553401;0;0;0;1;0;3,85104;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;1;0;0
14/04/2020;Brazil;SP;Tatuí/SP;3554003;0;0;1;5;0;4,10624;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Taubaté/SP;3554102;0;0;0;8;0;2,5403;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Terra Roxa/SP;3554409;0;0;0;1;0;10,67236;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Tupã/SP;3555000;0;0;0;1;0;1,52616;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Ubatuba/SP;3555406;0;0;0;1;0;1,10133;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Valinhos/SP;3556206;1;1;1;6;0,77404;4,64421;0,16667;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Vargem Grande Paulista/SP;3556453;0;3;0;5;5,70375;9,50625;0,6;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Vinhedo/SP;3556701;0;0;1;9;0;11,43177;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Votorantim/SP;3557006;0;0;0;2;0;1,63292;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Votuporanga/SP;3557105;0;0;2;7;0;7,40373;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;1;0;0
14/04/2020;Brazil;SP;Várzea Paulista/SP;3556503;0;0;1;1;0;0,82076;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Águas de Lindóia/SP;3500501;0;1;0;1;5,34616;5,34616;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Águas de São Pedro/SP;3500600;0;0;0;1;0;28,97711;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
