date;country;state;city;ibgeID;newDeaths;deaths;newCases;totalCases;deaths_per_100k_inhabitants;totalCases_per_100k_inhabitants;deaths_by_totalCases;X_source;is_last;day1_death;day_10death;day_5death;day1_case;day_100cases;day_10cases;day_25cases;day_50cases;day_75cases;tem_rodo;tem_rodo_1;tem_rodo_2
14/04/2020;Brazil;SP;Arujá/SP;3503901;0;1;3;15;1,11329;16,69932;0,06667;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Assis/SP;3504008;0;1;0;4;0,95798;3,83193;0,25;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Atibaia/SP;3504107;0;0;0;13;0;9,10613;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Avaré/SP;3504503;1;1;0;3;1,10308;3,30925;0,33333;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Bady Bassitt/SP;3504602;0;0;0;2;0;11,42727;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Bariri/SP;3505203;0;0;1;1;0;2,83575;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Barra do Turvo/SP;3505401;0;0;0;1;0;13,05653;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Barretos/SP;3505500;0;0;0;5;0;4,09507;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Barueri/SP;3505708;2;4;2;51;1,45888;18,60078;0,07843;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Batatais/SP;3505906;0;0;0;1;0;1,5998;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Bauru/SP;3506003;0;1;3;13;0,26538;3,44994;0,07692;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Bebedouro/SP;3506102;0;0;0;1;0;1,29039;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Birigui/SP;3506508;0;0;3;5;0;4,04406;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Boituva/SP;3507001;0;0;0;4;0;6,5577;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Botucatu/SP;3507506;1;2;7;23;1,36522;15,69998;0,08696;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Bragança Paulista/SP;3507605;0;5;0;28;2,9644;16,60066;0,17857;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Brodowski/SP;3507803;0;0;1;3;0;12,02935;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Cachoeira Paulista/SP;3508603;0;0;0;1;0;3,00057;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Caiabu/SP;3508900;0;1;0;1;23,86065;23,86065;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Caieiras/SP;3509007;2;6;1;36;5,91308;35,47847;0,16667;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Cajamar/SP;3509205;0;1;0;5;1,30207;6,51033;0,2;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Cajuru/SP;3509403;0;0;1;1;0;3,82161;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Campinas/SP;3509502;0;5;5;112;0,41526;9,30176;0,04464;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Campos do Jordão/SP;3509700;0;0;0;1;0;1,91983;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Caraguatatuba/SP;3510500;0;1;0;2;0,82283;1,64566;0,5;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Carapicuíba/SP;3510609;0;2;3;36;0,49884;8,97919;0,05556;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Catanduva/SP;3511102;0;2;0;6;1,6412;4,9236;0,33333;SES;TRUE;18366;0;0;18366;0;0;0;0;0;1;0;0
14/04/2020;Brazil;SP;Caçapava/SP;3508504;0;0;0;4;0;4,24345;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Cedral/SP;3511300;0;0;0;1;0;10,82603;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;1;0;0
14/04/2020;Brazil;SP;Conchas/SP;3512308;0;0;1;1;0;5,58784;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Cotia/SP;3513009;0;4;2;64;1,60507;25,68115;0,0625;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Cravinhos/SP;3513108;0;1;3;5;2,8335;14,16752;0,2;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Cubatão/SP;3513504;0;0;1;3;0;2,29525;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Diadema/SP;3513801;1;2;5;71;0,47183;16,74987;0,02817;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Dracena/SP;3514403;0;1;0;1;2,13707;2,13707;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Eldorado/SP;3514809;0;1;0;1;6,45411;6,45411;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Embu das Artes/SP;3515004;0;2;3;37;0,73066;13,51717;0,05405;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Embu-Guaçu/SP;3515103;0;0;0;4;0;5,76493;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Estiva Gerbi/SP;3557303;0;0;0;1;0;8,84643;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Ferraz de Vasconcelos/SP;3515707;1;1;1;35;0,51473;18,01561;0,02857;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Franca/SP;3516200;1;1;1;3;0,28314;0,84941;0,33333;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Francisco Morato/SP;3516309;0;1;0;14;0,56869;7,9616;0,07143;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Franco da Rocha/SP;3516408;0;2;0;22;1,29459;14,2405;0,09091;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Garça/SP;3516705;0;0;1;2;0;4,50552;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Guararapes/SP;3518206;0;0;0;3;0;9,10774;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Guararema/SP;3518305;0;0;0;1;0;3,35593;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Guaratinguetá/SP;3518404;0;0;0;1;0;0,82103;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Guarujá/SP;3518701;0;0;4;12;0;3,74463;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Guarulhos/SP;3518800;2;19;14;214;1,37763;15,51644;0,08879;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Hortolândia/SP;3519071;0;0;0;2;0;0,86636;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Ibirá/SP;3519402;0;0;0;1;0;8,06907;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;1;0;0
14/04/2020;Brazil;SP;Ibiúna/SP;3519709;0;0;0;1;0;1,26778;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Igaratá/SP;3520202;0;0;0;1;0;10,48878;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Ilha Comprida/SP;3520426;0;0;0;9;0;80,60183;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Ilhabela/SP;3520400;0;0;0;1;0;2,85959;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Indaiatuba/SP;3520509;0;0;0;4;0;1,58965;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Iracemápolis/SP;3521408;0;0;0;1;0;4,12626;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Itanhaém/SP;3522109;0;0;0;2;0;1,96433;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Itapecerica da Serra/SP;3522208;0;1;0;27;0,56917;15,36772;0,03704;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Itapetininga/SP;3522307;0;1;1;4;0,61012;2,4405;0,25;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Itapeva/SP;3522406;0;0;0;1;0;1,05984;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Itapevi/SP;3522505;0;4;0;19;1,68279;7,99327;0,21053;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Itapira/SP;3522604;0;0;0;1;0;1,33738;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Itaquaquecetuba/SP;3523107;0;0;1;28;0;7,55081;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Itararé/SP;3523206;0;0;0;1;0;1,98008;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Itatiba/SP;3523404;0;1;0;1;0,82742;0,82742;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Itatinga/SP;3523503;0;0;0;1;0;4,83162;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Itu/SP;3523909;0;0;0;3;0;1,72474;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Itupeva/SP;3524006;0;0;0;1;0;1,6326;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Jaboticabal/SP;3524303;0;2;2;7;2,58856;9,05996;0,28571;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Jacareí/SP;3524402;0;0;1;2;0;0,85594;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Jaci/SP;3524501;0;0;0;1;0;14,15028;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Jaguariúna/SP;3524709;0;0;0;1;0;1,73949;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Jales/SP;3524808;0;0;0;1;0;2,03637;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Jandira/SP;3525003;0;0;0;5;0;4,00202;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Jardinópolis/SP;3525102;0;0;0;2;0;4,50653;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Jaú/SP;3525300;0;0;0;1;0;0,66555;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Joanópolis/SP;3525508;0;0;0;1;0;7,5643;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;José Bonifácio/SP;3525706;0;0;0;2;0;5,40321;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Jundiaí/SP;3525904;0;1;0;14;0,23869;3,34159;0,07143;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Laranjal Paulista/SP;3526407;1;2;0;2;7,01361;7,01361;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Leme/SP;3526704;1;1;1;1;0,9672;0,9672;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Lençóis Paulista/SP;3526803;0;0;0;3;0;4,38391;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Limeira/SP;3526902;0;0;0;6;0;1,96005;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Lins/SP;3527108;1;1;1;1;1,28184;1,28184;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Louveira/SP;3527306;0;0;0;1;0;2,04562;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Macatuba/SP;3528007;0;0;0;1;0;5,82649;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Mairinque/SP;3528403;0;0;1;1;0;2,12089;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Mairiporã/SP;3528502;0;2;0;7;1,99643;6,98749;0,28571;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Marília/SP;3529005;0;0;0;4;0;1,67447;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Matão/SP;3529302;0;0;0;3;0;3,60707;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Mauá/SP;3529401;1;1;2;52;0,21146;10,9957;0,01923;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Mirassol/SP;3530300;0;0;0;5;0;8,35785;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Mococa/SP;3530508;0;1;0;2;1,45169;2,90339;0,5;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Mogi Guaçu/SP;3530706;0;1;0;6;0,65838;3,95028;0,16667;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Mogi das Cruzes/SP;3530607;1;5;6;65;1,12147;14,57916;0,07692;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Mongaguá/SP;3531100;0;0;1;1;0;1,76361;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Monte Alto/SP;3531308;0;1;0;3;1,98028;5,94083;0,33333;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Nhandeara/SP;3532603;0;0;1;1;0;8,71232;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;1;0;0
14/04/2020;Brazil;SP;Nova Odessa/SP;3533403;0;1;0;1;1,66185;1,66185;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Olímpia/SP;3533908;0;0;1;3;0;5,47725;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Orlândia/SP;3534302;0;0;0;2;0;4,54256;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Osasco/SP;3534401;2;13;5;144;1,86135;20,61803;0,09028;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Ourinhos/SP;3534708;0;0;0;1;0;0,88073;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Pariquera-Açu/SP;3536208;0;0;0;2;0;10,17915;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Paulínia/SP;3536505;0;0;0;5;0;4,56938;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Pedra Bela/SP;3536802;0;0;0;1;0;16,41228;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Penápolis/SP;3537305;0;1;0;1;1,57711;1,57711;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;1;0;0
14/04/2020;Brazil;SP;Peruíbe/SP;3537602;0;0;0;4;0;5,85789;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Pilar do Sul/SP;3537909;0;0;1;1;0;3,42642;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Pindamonhangaba/SP;3538006;0;1;0;2;0,59408;1,18816;0,5;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Pindorama/SP;3538105;0;0;0;1;0;5,86545;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;1;0;0
14/04/2020;Brazil;SP;Piracicaba/SP;3538709;0;1;3;16;0,24744;3,959;0,0625;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Pirajuí/SP;3538907;0;0;0;1;0;3,9228;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Pontal/SP;3540200;0;0;2;2;0;4,00312;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Porto Feliz/SP;3540606;0;0;1;1;0;1,88331;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Porto Ferreira/SP;3540705;0;1;0;2;1,78094;3,56189;0,5;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Poá/SP;3539806;0;1;0;9;0,85141;7,6627;0,11111;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Praia Grande/SP;3541000;1;3;1;18;0,92287;5,53722;0,16667;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Presidente Prudente/SP;3541406;0;2;0;4;0,87434;1,74869;0,5;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Presidente Venceslau/SP;3541505;0;2;0;4;5,06124;10,12248;0,5;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Promissão/SP;3541604;0;0;0;1;0;2,47329;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Ribeirão Pires/SP;3543303;0;0;0;17;0;13,77712;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Ribeirão Preto/SP;3543402;0;4;9;53;0,56875;7,53598;0,07547;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Rincão/SP;3543709;0;0;1;1;0;9,26012;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Rio Claro/SP;3543907;1;2;2;6;0,96888;2,90664;0,33333;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Rio Grande da Serra/SP;3544103;0;0;0;5;0;9,83362;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Salto de Pirapora/SP;3545308;0;0;0;2;0;4,40315;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Salto/SP;3545209;0;0;0;3;0;2,52817;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Santa Branca/SP;3546009;0;1;0;2;6,76224;13,52448;0,5;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Santa Bárbara d'Oeste/SP;3545803;0;0;0;1;0;0,51686;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Santa Cruz do Rio Pardo/SP;3546405;0;0;3;5;0;10,48812;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Santa Isabel/SP;3546801;1;1;0;1;1,74259;1,74259;1;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Santa Lúcia/SP;3546900;0;0;0;1;0;11,34173;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Santana de Parnaíba/SP;3547304;0;0;1;34;0;24,38202;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Santo André/SP;3547809;0;4;10;160;0,5565;22,26016;0,025;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Santos/SP;3548500;0;6;4;171;1,38469;39,46357;0,03509;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Sertãozinho/SP;3551702;0;0;0;2;0;1,58964;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;Sorocaba/SP;3552205;0;2;1;25;0,29439;3,67984;0,08;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Sumaré/SP;3552403;0;0;0;3;0;1,06217;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;Suzano/SP;3552502;3;6;5;38;2,01588;12,76723;0,15789;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;São Bernardo do Campo/SP;3548708;1;11;16;201;1,31118;23,95892;0,05473;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;São Caetano do Sul/SP;3548807;1;3;4;77;1,86189;47,78839;0,03896;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;São Carlos/SP;3548906;0;2;1;6;0,7937;2,38111;0,33333;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;São José do Rio Pardo/SP;3549706;0;0;0;1;0;1,81997;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;São José do Rio Preto/SP;3549805;2;3;10;56;0,65122;12,15618;0,05357;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;São José dos Campos/SP;3549904;1;2;5;90;0,27703;12,46634;0,02222;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;São João da Boa Vista/SP;3549102;0;0;2;3;0;3,28908;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;São Manuel/SP;3550100;0;1;0;3;2,44176;7,32529;0,33333;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;São Miguel Arcanjo/SP;3550209;0;0;1;2;0;6,0733;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;São Paulo/SP;3550308;56;512;287;6705;4,1789;54,72566;0,07636;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;São Pedro/SP;3550407;0;0;0;1;0;2,80481;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;0
14/04/2020;Brazil;SP;São Roque/SP;3550605;0;0;0;4;0;4,39483;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;0;1
14/04/2020;Brazil;SP;São Sebastião/SP;3550704;0;1;0;4;1,12385;4,49539;0,25;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;São Vicente/SP;3551009;0;0;1;16;0;4,374;0;SES;TRUE;0;0;0;18366;0;0;0;0;0;0;1;0
14/04/2020;Brazil;SP;Taboão da Serra/SP;3552809;0;5;3;78;1,72614;26,92775;0,0641;SES;TRUE;18366;0;0;18366;0;0;0;0;0;0;0;1
