"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Republic of Korea","2018","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2019","714015",""
"Republic of Korea","2018","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2019","725929",""
"Republic of Korea","2018","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2019","741973",""
"Republic of Korea","2018","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2019","3497380",""
"Republic of Korea","2018","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2019","738164",""
"Republic of Korea","2018","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2019","682170",""
"Republic of Korea","2018","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2019","675775",""
"Republic of Korea","2018","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2019","659298",""
"Republic of Korea","2018","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2019","644789",""
"Republic of Korea","2018","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2019","3366501",""
"Republic of Korea","2018","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2019","655076",""
"Republic of Korea","2018","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2019","673126",""
"Republic of Korea","2018","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2019","669346",""
"Republic of Korea","2018","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2019","724164",""
"Republic of Korea","2018","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2019","792138",""
"Republic of Korea","2018","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2019","4100582",""
"Republic of Korea","2018","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2019","847907",""
"Republic of Korea","2018","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2019","847795",""
"Republic of Korea","2018","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2019","842559",""
"Republic of Korea","2018","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2019","770183",""
"Republic of Korea","2018","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2019","759226",""
"Republic of Korea","2018","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2019","3955767",""
"Republic of Korea","2018","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2019","749681",""
"Republic of Korea","2018","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2019","768029",""
"Republic of Korea","2018","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2019","805371",""
"Republic of Korea","2018","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2019","873460",""
"Republic of Korea","2018","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2019","892165",""
"Republic of Korea","2018","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2019","4556757",""
"Republic of Korea","2018","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2019","895388",""
"Republic of Korea","2018","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2019","931102",""
"Republic of Korea","2018","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2019","895724",""
"Republic of Korea","2018","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2019","942378",""
"Republic of Korea","2018","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2019","850120",""
"Republic of Korea","2018","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2019","4123542",""
"Republic of Korea","2018","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2019","824930",""
"Republic of Korea","2018","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2019","835360",""
"Republic of Korea","2018","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2019","845103",""
"Republic of Korea","2018","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2019","768029",""
"Republic of Korea","2018","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2019","889446",""
"Republic of Korea","2018","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2019","4339919",""
"Republic of Korea","2018","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2019","820638",""
"Republic of Korea","2018","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2019","939907",""
"Republic of Korea","2018","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2019","887560",""
"Republic of Korea","2018","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2019","802368",""
"Republic of Korea","2018","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2019","763702",""
"Republic of Korea","2018","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2019","3390828",""
"Republic of Korea","2018","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2019","714890",""
"Republic of Korea","2018","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2019","674744",""
"Republic of Korea","2018","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2019","689898",""
"Republic of Korea","2018","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2019","547594",""
"Republic of Korea","2018","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2019","526294",""
"Republic of Korea","2018","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2019","2358389",""
"Republic of Korea","2018","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2019","519782",""
"Republic of Korea","2018","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2019","415516",""
"Republic of Korea","2018","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2019","460713",""
"Republic of Korea","2018","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2019","436084",""
"Republic of Korea","2018","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2019","433817",""
"Republic of Korea","2018","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2019","1796287",""
"Republic of Korea","2018","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2019","420700",""
"Republic of Korea","2018","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2019","288404",""
"Republic of Korea","2018","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2019","334014",""
"Republic of Korea","2018","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2019","319352",""
"Republic of Korea","2018","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2019","367403",""
"Republic of Korea","2018","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2019","1580370",""
"Republic of Korea","2018","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2019","360692",""
"Republic of Korea","2018","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2019","299504",""
"Republic of Korea","2018","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2019","282790",""
"Republic of Korea","2018","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2019","269981",""
"Republic of Korea","2018","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2019","237267",""
"Republic of Korea","2018","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2019","988370",""
"Republic of Korea","2018","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2019","220922",""
"Republic of Korea","2018","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2019","201169",""
"Republic of Korea","2018","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2019","179652",""
"Republic of Korea","2018","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2019","149360",""
"Republic of Korea","2018","Total","Both Sexes","85","Estimate - de jure","Final figure, complete","2019","126852",""
"Republic of Korea","2018","Total","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2019","459474",""
"Republic of Korea","2018","Total","Both Sexes","86","Estimate - de jure","Final figure, complete","2019","108471",""
"Republic of Korea","2018","Total","Both Sexes","87","Estimate - de jure","Final figure, complete","2019","85536",""
"Republic of Korea","2018","Total","Both Sexes","88","Estimate - de jure","Final figure, complete","2019","74803",""
"Republic of Korea","2018","Total","Both Sexes","89","Estimate - de jure","Final figure, complete","2019","63812",""
"Republic of Korea","2018","Total","Both Sexes","90","Estimate - de jure","Final figure, complete","2019","49392",""
"Republic of Korea","2018","Total","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2019","148457",""
"Republic of Korea","2018","Total","Both Sexes","91","Estimate - de jure","Final figure, complete","2019","37532",""
"Republic of Korea","2018","Total","Both Sexes","92","Estimate - de jure","Final figure, complete","2019","27182",""
"Republic of Korea","2018","Total","Both Sexes","93","Estimate - de jure","Final figure, complete","2019","19967",""
"Republic of Korea","2018","Total","Both Sexes","94","Estimate - de jure","Final figure, complete","2019","14384",""
"Republic of Korea","2018","Total","Both Sexes","95","Estimate - de jure","Final figure, complete","2019","15427",""
"Republic of Korea","2018","Total","Both Sexes","95 - 99","Estimate - de jure","Final figure, complete","2019","36841",""
"Republic of Korea","2018","Total","Both Sexes","96","Estimate - de jure","Final figure, complete","2019","9406",""
"Republic of Korea","2018","Total","Both Sexes","97","Estimate - de jure","Final figure, complete","2019","5711",""
"Republic of Korea","2018","Total","Both Sexes","98","Estimate - de jure","Final figure, complete","2019","3913",""
"Republic of Korea","2018","Total","Both Sexes","99","Estimate - de jure","Final figure, complete","2019","2384",""
"Republic of Korea","2018","Total","Both Sexes","100 +","Estimate - de jure","Final figure, complete","2019","3972",""
"Republic of Korea","2018","Total","Male","Total","Estimate - de jure","Final figure, complete","2019","25863502",""
"Republic of Korea","2018","Total","Male","0","Estimate - de jure","Final figure, complete","2019","177432",""
"Republic of Korea","2018","Total","Male","0 - 4","Estimate - de jure","Final figure, complete","2019","1041546",""
"Republic of Korea","2018","Total","Male","1","Estimate - de jure","Final figure, complete","2019","196788",""
"Republic of Korea","2018","Total","Male","1 - 4","Estimate - de jure","Final figure, complete","2019","864114",""
"Republic of Korea","2018","Total","Male","2","Estimate - de jure","Final figure, complete","2019","219034",""
"Republic of Korea","2018","Total","Male","3","Estimate - de jure","Final figure, complete","2019","226104",""
"Republic of Korea","2018","Total","Male","4","Estimate - de jure","Final figure, complete","2019","222188",""
"Republic of Korea","2018","Total","Male","5","Estimate - de jure","Final figure, complete","2019","235882",""
"Republic of Korea","2018","Total","Male","5 - 9","Estimate - de jure","Final figure, complete","2019","1177422",""
"Republic of Korea","2018","Total","Male","6","Estimate - de jure","Final figure, complete","2019","240880",""
"Republic of Korea","2018","Total","Male","7","Estimate - de jure","Final figure, complete","2019","244553",""
"Republic of Korea","2018","Total","Male","8","Estimate - de jure","Final figure, complete","2019","226491",""
"Republic of Korea","2018","Total","Male","9","Estimate - de jure","Final figure, complete","2019","229616",""
"Republic of Korea","2018","Total","Male","10","Estimate - de jure","Final figure, complete","2019","246187",""
"Republic of Korea","2018","Total","Male","10 - 14","Estimate - de jure","Final figure, complete","2019","1172820",""
"Republic of Korea","2018","Total","Male","11","Estimate - de jure","Final figure, complete","2019","231935",""
"Republic of Korea","2018","Total","Male","12","Estimate - de jure","Final figure, complete","2019","222921",""
"Republic of Korea","2018","Total","Male","13","Estimate - de jure","Final figure, complete","2019","227083",""
"Republic of Korea","2018","Total","Male","14","Estimate - de jure","Final figure, complete","2019","244694",""
"Republic of Korea","2018","Total","Male","15","Estimate - de jure","Final figure, complete","2019","246601",""
"Republic of Korea","2018","Total","Male","15 - 19","Estimate - de jure","Final figure, complete","2019","1469053",""
"Republic of Korea","2018","Total","Male","16","Estimate - de jure","Final figure, complete","2019","265193",""
"Republic of Korea","2018","Total","Male","17","Estimate - de jure","Final figure, complete","2019","308341",""
"Republic of Korea","2018","Total","Male","18","Estimate - de jure","Final figure, complete","2019","323816",""
"Republic of Korea","2018","Total","Male","19","Estimate - de jure","Final figure, complete","2019","325102",""
"Republic of Korea","2018","Total","Male","20","Estimate - de jure","Final figure, complete","2019","345568",""
"Republic of Korea","2018","Total","Male","20 - 24","Estimate - de jure","Final figure, complete","2019","1856658",""
"Republic of Korea","2018","Total","Male","21","Estimate - de jure","Final figure, complete","2019","359638",""
"Republic of Korea","2018","Total","Male","22","Estimate - de jure","Final figure, complete","2019","378747",""
"Republic of Korea","2018","Total","Male","23","Estimate - de jure","Final figure, complete","2019","383547",""
"Republic of Korea","2018","Total","Male","24","Estimate - de jure","Final figure, complete","2019","389158",""
"Republic of Korea","2018","Total","Male","25","Estimate - de jure","Final figure, complete","2019","398009",""
"Republic of Korea","2018","Total","Male","25 - 29","Estimate - de jure","Final figure, complete","2019","1868308",""
"Republic of Korea","2018","Total","Male","26","Estimate - de jure","Final figure, complete","2019","393429",""
"Republic of Korea","2018","Total","Male","27","Estimate - de jure","Final figure, complete","2019","363245",""
"Republic of Korea","2018","Total","Male","28","Estimate - de jure","Final figure, complete","2019","362383",""
"Republic of Korea","2018","Total","Male","29","Estimate - de jure","Final figure, complete","2019","351242",""
"Republic of Korea","2018","Total","Male","30","Estimate - de jure","Final figure, complete","2019","339992",""
"Republic of Korea","2018","Total","Male","30 - 34","Estimate - de jure","Final figure, complete","2019","1766587",""
"Republic of Korea","2018","Total","Male","31","Estimate - de jure","Final figure, complete","2019","343796",""
"Republic of Korea","2018","Total","Male","32","Estimate - de jure","Final figure, complete","2019","354355",""
"Republic of Korea","2018","Total","Male","33","Estimate - de jure","Final figure, complete","2019","351033",""
"Republic of Korea","2018","Total","Male","34","Estimate - de jure","Final figure, complete","2019","377411",""
"Republic of Korea","2018","Total","Male","35","Estimate - de jure","Final figure, complete","2019","410020",""
"Republic of Korea","2018","Total","Male","35 - 39","Estimate - de jure","Final figure, complete","2019","2116733",""
"Republic of Korea","2018","Total","Male","36","Estimate - de jure","Final figure, complete","2019","438362",""
"Republic of Korea","2018","Total","Male","37","Estimate - de jure","Final figure, complete","2019","439134",""
"Republic of Korea","2018","Total","Male","38","Estimate - de jure","Final figure, complete","2019","433773",""
"Republic of Korea","2018","Total","Male","39","Estimate - de jure","Final figure, complete","2019","395444",""
"Republic of Korea","2018","Total","Male","40","Estimate - de jure","Final figure, complete","2019","389260",""
"Republic of Korea","2018","Total","Male","40 - 44","Estimate - de jure","Final figure, complete","2019","2023646",""
"Republic of Korea","2018","Total","Male","41","Estimate - de jure","Final figure, complete","2019","386767",""
"Republic of Korea","2018","Total","Male","42","Estimate - de jure","Final figure, complete","2019","392336",""
"Republic of Korea","2018","Total","Male","43","Estimate - de jure","Final figure, complete","2019","411031",""
"Republic of Korea","2018","Total","Male","44","Estimate - de jure","Final figure, complete","2019","444252",""
"Republic of Korea","2018","Total","Male","45","Estimate - de jure","Final figure, complete","2019","453215",""
"Republic of Korea","2018","Total","Male","45 - 49","Estimate - de jure","Final figure, complete","2019","2311564",""
"Republic of Korea","2018","Total","Male","46","Estimate - de jure","Final figure, complete","2019","458552",""
"Republic of Korea","2018","Total","Male","47","Estimate - de jure","Final figure, complete","2019","473565",""
"Republic of Korea","2018","Total","Male","48","Estimate - de jure","Final figure, complete","2019","453261",""
"Republic of Korea","2018","Total","Male","49","Estimate - de jure","Final figure, complete","2019","472971",""
"Republic of Korea","2018","Total","Male","50","Estimate - de jure","Final figure, complete","2019","423737",""
"Republic of Korea","2018","Total","Male","50 - 54","Estimate - de jure","Final figure, complete","2019","2076615",""
"Republic of Korea","2018","Total","Male","51","Estimate - de jure","Final figure, complete","2019","415987",""
"Republic of Korea","2018","Total","Male","52","Estimate - de jure","Final figure, complete","2019","423773",""
"Republic of Korea","2018","Total","Male","53","Estimate - de jure","Final figure, complete","2019","424698",""
"Republic of Korea","2018","Total","Male","54","Estimate - de jure","Final figure, complete","2019","388420",""
"Republic of Korea","2018","Total","Male","55","Estimate - de jure","Final figure, complete","2019","452562",""
"Republic of Korea","2018","Total","Male","55 - 59","Estimate - de jure","Final figure, complete","2019","2163953",""
"Republic of Korea","2018","Total","Male","56","Estimate - de jure","Final figure, complete","2019","412362",""
"Republic of Korea","2018","Total","Male","57","Estimate - de jure","Final figure, complete","2019","465089",""
"Republic of Korea","2018","Total","Male","58","Estimate - de jure","Final figure, complete","2019","436235",""
"Republic of Korea","2018","Total","Male","59","Estimate - de jure","Final figure, complete","2019","397705",""
"Republic of Korea","2018","Total","Male","60","Estimate - de jure","Final figure, complete","2019","381366",""
"Republic of Korea","2018","Total","Male","60 - 64","Estimate - de jure","Final figure, complete","2019","1669024",""
"Republic of Korea","2018","Total","Male","61","Estimate - de jure","Final figure, complete","2019","353604",""
"Republic of Korea","2018","Total","Male","62","Estimate - de jure","Final figure, complete","2019","331563",""
"Republic of Korea","2018","Total","Male","63","Estimate - de jure","Final figure, complete","2019","336125",""
"Republic of Korea","2018","Total","Male","64","Estimate - de jure","Final figure, complete","2019","266366",""
"Republic of Korea","2018","Total","Male","65","Estimate - de jure","Final figure, complete","2019","254840",""
"Republic of Korea","2018","Total","Male","65 - 69","Estimate - de jure","Final figure, complete","2019","1133201",""
"Republic of Korea","2018","Total","Male","66","Estimate - de jure","Final figure, complete","2019","251321",""
"Republic of Korea","2018","Total","Male","67","Estimate - de jure","Final figure, complete","2019","199374",""
"Republic of Korea","2018","Total","Male","68","Estimate - de jure","Final figure, complete","2019","220351",""
"Republic of Korea","2018","Total","Male","69","Estimate - de jure","Final figure, complete","2019","207315",""
"Republic of Korea","2018","Total","Male","70","Estimate - de jure","Final figure, complete","2019","205463",""
"Republic of Korea","2018","Total","Male","70 - 74","Estimate - de jure","Final figure, complete","2019","826425",""
"Republic of Korea","2018","Total","Male","71","Estimate - de jure","Final figure, complete","2019","196089",""
"Republic of Korea","2018","Total","Male","72","Estimate - de jure","Final figure, complete","2019","134445",""
"Republic of Korea","2018","Total","Male","73","Estimate - de jure","Final figure, complete","2019","150906",""
"Republic of Korea","2018","Total","Male","74","Estimate - de jure","Final figure, complete","2019","139522",""
"Republic of Korea","2018","Total","Male","75","Estimate - de jure","Final figure, complete","2019","161433",""
"Republic of Korea","2018","Total","Male","75 - 79","Estimate - de jure","Final figure, complete","2019","664618",""
"Republic of Korea","2018","Total","Male","76","Estimate - de jure","Final figure, complete","2019","155589",""
"Republic of Korea","2018","Total","Male","77","Estimate - de jure","Final figure, complete","2019","125241",""
"Republic of Korea","2018","Total","Male","78","Estimate - de jure","Final figure, complete","2019","115018",""
"Republic of Korea","2018","Total","Male","79","Estimate - de jure","Final figure, complete","2019","107337",""
"Republic of Korea","2018","Total","Male","80","Estimate - de jure","Final figure, complete","2019","91591",""
"Republic of Korea","2018","Total","Male","80 - 84","Estimate - de jure","Final figure, complete","2019","355962",""
"Republic of Korea","2018","Total","Male","81","Estimate - de jure","Final figure, complete","2019","82681",""
"Republic of Korea","2018","Total","Male","82","Estimate - de jure","Final figure, complete","2019","71794",""
"Republic of Korea","2018","Total","Male","83","Estimate - de jure","Final figure, complete","2019","61144",""
"Republic of Korea","2018","Total","Male","84","Estimate - de jure","Final figure, complete","2019","48752",""
"Republic of Korea","2018","Total","Male","85","Estimate - de jure","Final figure, complete","2019","39047",""
"Republic of Korea","2018","Total","Male","85 - 89","Estimate - de jure","Final figure, complete","2019","128560",""
"Republic of Korea","2018","Total","Male","86","Estimate - de jure","Final figure, complete","2019","31692",""
"Republic of Korea","2018","Total","Male","87","Estimate - de jure","Final figure, complete","2019","22933",""
"Republic of Korea","2018","Total","Male","88","Estimate - de jure","Final figure, complete","2019","18697",""
"Republic of Korea","2018","Total","Male","89","Estimate - de jure","Final figure, complete","2019","16191",""
"Republic of Korea","2018","Total","Male","90","Estimate - de jure","Final figure, complete","2019","11437",""
"Republic of Korea","2018","Total","Male","90 - 94","Estimate - de jure","Final figure, complete","2019","32990",""
"Republic of Korea","2018","Total","Male","91","Estimate - de jure","Final figure, complete","2019","8392",""
"Republic of Korea","2018","Total","Male","92","Estimate - de jure","Final figure, complete","2019","5676",""
"Republic of Korea","2018","Total","Male","93","Estimate - de jure","Final figure, complete","2019","4262",""
"Republic of Korea","2018","Total","Male","94","Estimate - de jure","Final figure, complete","2019","3223",""
"Republic of Korea","2018","Total","Male","95","Estimate - de jure","Final figure, complete","2019","3045",""
"Republic of Korea","2018","Total","Male","95 - 99","Estimate - de jure","Final figure, complete","2019","7260",""
"Republic of Korea","2018","Total","Male","96","Estimate - de jure","Final figure, complete","2019","1911",""
"Republic of Korea","2018","Total","Male","97","Estimate - de jure","Final figure, complete","2019","1083",""
"Republic of Korea","2018","Total","Male","98","Estimate - de jure","Final figure, complete","2019","762",""
"Republic of Korea","2018","Total","Male","99","Estimate - de jure","Final figure, complete","2019","459",""
"Republic of Korea","2018","Total","Male","100 +","Estimate - de jure","Final figure, complete","2019","557",""
"Republic of Korea","2018","Total","Female","Total","Estimate - de jure","Final figure, complete","2019","25743131",""
"Republic of Korea","2018","Total","Female","0","Estimate - de jure","Final figure, complete","2019","168123",""
"Republic of Korea","2018","Total","Female","0 - 4","Estimate - de jure","Final figure, complete","2019","990466",""
"Republic of Korea","2018","Total","Female","1","Estimate - de jure","Final figure, complete","2019","186511",""
"Republic of Korea","2018","Total","Female","1 - 4","Estimate - de jure","Final figure, complete","2019","822343",""
"Republic of Korea","2018","Total","Female","2","Estimate - de jure","Final figure, complete","2019","209130",""
"Republic of Korea","2018","Total","Female","3","Estimate - de jure","Final figure, complete","2019","215416",""
"Republic of Korea","2018","Total","Female","4","Estimate - de jure","Final figure, complete","2019","211286",""
"Republic of Korea","2018","Total","Female","5","Estimate - de jure","Final figure, complete","2019","224619",""
"Republic of Korea","2018","Total","Female","5 - 9","Estimate - de jure","Final figure, complete","2019","1112213",""
"Republic of Korea","2018","Total","Female","6","Estimate - de jure","Final figure, complete","2019","227525",""
"Republic of Korea","2018","Total","Female","7","Estimate - de jure","Final figure, complete","2019","231341",""
"Republic of Korea","2018","Total","Female","8","Estimate - de jure","Final figure, complete","2019","212765",""
"Republic of Korea","2018","Total","Female","9","Estimate - de jure","Final figure, complete","2019","215963",""
"Republic of Korea","2018","Total","Female","10","Estimate - de jure","Final figure, complete","2019","231799",""
"Republic of Korea","2018","Total","Female","10 - 14","Estimate - de jure","Final figure, complete","2019","1094921",""
"Republic of Korea","2018","Total","Female","11","Estimate - de jure","Final figure, complete","2019","217608",""
"Republic of Korea","2018","Total","Female","12","Estimate - de jure","Final figure, complete","2019","207309",""
"Republic of Korea","2018","Total","Female","13","Estimate - de jure","Final figure, complete","2019","211503",""
"Republic of Korea","2018","Total","Female","14","Estimate - de jure","Final figure, complete","2019","226702",""
"Republic of Korea","2018","Total","Female","15","Estimate - de jure","Final figure, complete","2019","227402",""
"Republic of Korea","2018","Total","Female","15 - 19","Estimate - de jure","Final figure, complete","2019","1348192",""
"Republic of Korea","2018","Total","Female","16","Estimate - de jure","Final figure, complete","2019","243302",""
"Republic of Korea","2018","Total","Female","17","Estimate - de jure","Final figure, complete","2019","283132",""
"Republic of Korea","2018","Total","Female","18","Estimate - de jure","Final figure, complete","2019","297274",""
"Republic of Korea","2018","Total","Female","19","Estimate - de jure","Final figure, complete","2019","297082",""
"Republic of Korea","2018","Total","Female","20","Estimate - de jure","Final figure, complete","2019","317548",""
"Republic of Korea","2018","Total","Female","20 - 24","Estimate - de jure","Final figure, complete","2019","1639906",""
"Republic of Korea","2018","Total","Female","21","Estimate - de jure","Final figure, complete","2019","323427",""
"Republic of Korea","2018","Total","Female","22","Estimate - de jure","Final figure, complete","2019","331692",""
"Republic of Korea","2018","Total","Female","23","Estimate - de jure","Final figure, complete","2019","330468",""
"Republic of Korea","2018","Total","Female","24","Estimate - de jure","Final figure, complete","2019","336771",""
"Republic of Korea","2018","Total","Female","25","Estimate - de jure","Final figure, complete","2019","343964",""
"Republic of Korea","2018","Total","Female","25 - 29","Estimate - de jure","Final figure, complete","2019","1629072",""
"Republic of Korea","2018","Total","Female","26","Estimate - de jure","Final figure, complete","2019","344735",""
"Republic of Korea","2018","Total","Female","27","Estimate - de jure","Final figure, complete","2019","318925",""
"Republic of Korea","2018","Total","Female","28","Estimate - de jure","Final figure, complete","2019","313392",""
"Republic of Korea","2018","Total","Female","29","Estimate - de jure","Final figure, complete","2019","308056",""
"Republic of Korea","2018","Total","Female","30","Estimate - de jure","Final figure, complete","2019","304797",""
"Republic of Korea","2018","Total","Female","30 - 34","Estimate - de jure","Final figure, complete","2019","1599914",""
"Republic of Korea","2018","Total","Female","31","Estimate - de jure","Final figure, complete","2019","311280",""
"Republic of Korea","2018","Total","Female","32","Estimate - de jure","Final figure, complete","2019","318771",""
"Republic of Korea","2018","Total","Female","33","Estimate - de jure","Final figure, complete","2019","318313",""
"Republic of Korea","2018","Total","Female","34","Estimate - de jure","Final figure, complete","2019","346753",""
"Republic of Korea","2018","Total","Female","35","Estimate - de jure","Final figure, complete","2019","382118",""
"Republic of Korea","2018","Total","Female","35 - 39","Estimate - de jure","Final figure, complete","2019","1983849",""
