date;country;state;city;ibgeID;newDeaths;deaths;newCases;totalCases;deaths_per_100k_inhabitants;totalCases_per_100k_inhabitants;deaths_by_totalCases;X_source;is_last;day1_death;day_10death;day_5death;day1_case;day_100cases;day_10cases;day_25cases;day_50cases;day_75cases;tem_rodo;tem_rodo_1;tem_rodo_2
12/06/2020;Brazil;SP;Analândia/SP;3502002;0;0;0;3;0;60,06006;0;SES;TRUE;0;0;0;18423;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Andradina/SP;3502101;0;5;0;42;8,74783;73,48181;0,11905;SES;TRUE;18385;0;33;18367;0;15;34;0;0;1;0;0
12/06/2020;Brazil;SP;Angatuba/SP;3502200;0;2;0;32;7,9277;126,84319;0,0625;SES;TRUE;18370;0;0;18370;0;32;47;0;0;0;0;0
12/06/2020;Brazil;SP;Anhembi/SP;3502309;0;0;0;2;0;29,7442;0;SES;TRUE;0;0;0;18382;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Anhumas/SP;3502408;0;0;0;3;0;72,90401;0;SES;TRUE;0;0;0;18398;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Aparecida/SP;3502507;0;0;0;9;0;24,89145;0;SES;TRUE;0;0;0;18370;0;0;0;0;0;0;0;1
12/06/2020;Brazil;SP;Aparecida d'Oeste/SP;3502606;0;0;0;1;0;23,83222;0;SES;TRUE;0;0;0;18424;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Apiaí/SP;3502705;0;0;0;3;0;12,3082;0;SES;TRUE;0;0;0;18367;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Araçariguama/SP;3502754;0;1;3;28;4,47147;125,20122;0,03571;SES;TRUE;18377;0;0;18363;0;46;61;0;0;0;0;1
12/06/2020;Brazil;SP;Araçatuba/SP;3502804;0;8;4;261;4,06058;132,47655;0,03065;SES;TRUE;18374;0;27;18352;44;8;15;25;35;0;0;0
12/06/2020;Brazil;SP;Araçoiaba da Serra/SP;3502903;0;1;2;57;2,9286;166,93024;0,01754;SES;TRUE;18403;0;0;18362;0;33;39;60;0;0;0;1
12/06/2020;Brazil;SP;Aramina/SP;3503000;0;1;0;1;17,79359;17,79359;1;SES;TRUE;18424;0;0;18424;0;0;0;0;0;0;0;1
12/06/2020;Brazil;SP;Arandu/SP;3503109;0;2;0;12;31,46138;188,76829;0,16667;SES;TRUE;18375;0;0;18369;0;14;0;0;0;0;0;0
12/06/2020;Brazil;SP;Arapeí/SP;3503158;0;1;0;1;40,50223;40,50223;1;SES;TRUE;18422;0;0;18422;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Araraquara/SP;3503208;0;6;29;497;2,5416;210,52899;0,01207;SES;TRUE;18362;0;56;18354;36;9;13;19;33;0;1;0
12/06/2020;Brazil;SP;Araras/SP;3503307;0;3;9;182;2,23487;135,58211;0,01648;SES;TRUE;18380;0;0;18359;52;17;29;36;46;0;0;1
0;0;0;0;3503356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Arealva/SP;3503406;0;0;0;1;0;11,68224;0;SES;TRUE;0;0;0;18378;0;0;0;0;0;0;0;0
0;0;0;0;3503505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Areiópolis/SP;3503604;0;3;1;11;26,9566;98,84087;0,27273;SES;TRUE;18408;0;0;18375;0;36;0;0;0;0;0;0
12/06/2020;Brazil;SP;Ariranha/SP;3503703;0;0;0;2;0;20,6868;0;SES;TRUE;0;0;0;18402;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Artur Nogueira/SP;3503802;0;2;0;40;3,67593;73,5186;0,05;SES;TRUE;18412;0;0;18361;0;42;55;0;0;0;0;0
12/06/2020;Brazil;SP;Arujá/SP;3503901;0;27;6;328;30,05878;365,15853;0,08232;SES;TRUE;18354;43;37;18347;44;15;24;35;41;0;0;1
12/06/2020;Brazil;SP;Aspásia/SP;3503950;0;0;0;2;0;109,76948;0;SES;TRUE;0;0;0;18415;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Assis/SP;3504008;0;5;2;76;4,78991;72,8067;0,06579;SES;TRUE;18361;0;40;18354;0;27;41;57;71;0;0;1
12/06/2020;Brazil;SP;Atibaia/SP;3504107;0;5;1;112;3,50236;78,4528;0,04464;SES;TRUE;18367;0;41;18355;64;6;24;41;50;0;0;1
12/06/2020;Brazil;SP;Auriflama/SP;3504206;0;0;1;7;0;46,08598;0;SES;TRUE;0;0;0;18379;0;0;0;0;0;1;0;0
12/06/2020;Brazil;SP;Avaí/SP;3504305;0;0;0;2;0;37,01647;0;SES;TRUE;0;0;0;18370;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Avanhandava/SP;3504404;0;0;0;1;0;7,32654;0;SES;TRUE;0;0;0;18390;0;0;0;0;0;1;0;0
12/06/2020;Brazil;SP;Avaré/SP;3504503;0;7;1;84;7,72158;92,65898;0,08333;SES;TRUE;18366;0;45;18360;0;16;28;50;59;0;0;1
12/06/2020;Brazil;SP;Bady Bassitt/SP;3504602;0;4;1;37;22,85453;211,40441;0,10811;SES;TRUE;18385;0;0;18360;0;34;50;0;0;0;1;0
0;0;0;0;3504701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Bálsamo/SP;3504800;0;0;2;6;0;66,16674;0;SES;TRUE;0;0;0;18401;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Bananal/SP;3504909;0;0;0;6;0;54,81955;0;SES;TRUE;0;0;0;18389;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Barão de Antonina/SP;3505005;0;0;0;1;0;28,82675;0;SES;TRUE;0;0;0;18402;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Barbosa/SP;3505104;0;0;0;0;0;0;0;SES;TRUE;0;0;0;0;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Bariri/SP;3505203;0;1;2;32;2,83575;90,7441;0,03125;SES;TRUE;18399;0;0;18366;0;45;57;0;0;0;0;0
12/06/2020;Brazil;SP;Barra Bonita/SP;3505302;0;2;4;67;5,53618;185,46199;0,02985;SES;TRUE;18380;0;0;18376;0;16;35;43;0;0;0;0
0;0;0;0;3505351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Barra do Turvo/SP;3505401;0;1;0;11;13,05653;143,62188;0,09091;SES;TRUE;18400;0;0;18361;0;59;0;0;0;0;0;1
12/06/2020;Brazil;SP;Barretos/SP;3505500;0;14;34;386;11,4662;316,13949;0,03627;SES;TRUE;18373;37;23;18359;39;14;22;24;36;0;1;0
12/06/2020;Brazil;SP;Barrinha/SP;3505609;0;2;1;47;6,09533;143,24028;0,04255;SES;TRUE;18375;0;0;18375;0;24;44;0;0;0;0;0
12/06/2020;Brazil;SP;Barueri/SP;3505708;1;161;26;1577;58,72012;575,1654;0,10209;SES;TRUE;18355;21;13;18339;30;13;15;27;29;0;0;1
12/06/2020;Brazil;SP;Bastos/SP;3505807;0;0;0;2;0;9,54517;0;SES;TRUE;0;0;0;18403;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Batatais/SP;3505906;0;1;0;33;1,5998;52,79324;0,0303;SES;TRUE;18380;0;0;18360;0;51;62;0;0;0;1;0
12/06/2020;Brazil;SP;Bauru/SP;3506003;0;17;2;469;4,51146;124,46327;0,03625;SES;TRUE;18357;34;18;18352;30;9;17;18;26;0;1;0
12/06/2020;Brazil;SP;Bebedouro/SP;3506102;0;2;2;44;2,58078;56,77712;0,04545;SES;TRUE;18395;0;0;18359;0;36;58;0;0;0;1;0
12/06/2020;Brazil;SP;Bento de Abreu/SP;3506201;0;0;0;1;0;33,55705;0;SES;TRUE;0;0;0;18419;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Bernardino de Campos/SP;3506300;0;0;0;1;0;8,97022;0;SES;TRUE;0;0;0;18388;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Bertioga/SP;3506359;0;9;0;161;14,22947;254,54948;0,0559;SES;TRUE;18387;0;21;18387;30;8;9;25;29;0;1;0
12/06/2020;Brazil;SP;Bilac/SP;3506409;0;0;0;1;0;12,4471;0;SES;TRUE;0;0;0;18367;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Birigui/SP;3506508;0;2;5;81;1,61763;65,51384;0,02469;SES;TRUE;18410;0;0;18358;0;19;27;43;66;0;0;0
12/06/2020;Brazil;SP;Biritiba-Mirim/SP;3506607;0;4;0;45;12,27069;138,04528;0,08889;SES;TRUE;18397;0;0;18375;0;13;24;0;0;0;0;0
12/06/2020;Brazil;SP;Boa Esperança do Sul/SP;3506706;0;1;0;17;6,70107;113,91811;0,05882;SES;TRUE;18420;0;0;18402;0;4;0;0;0;0;0;0
12/06/2020;Brazil;SP;Bocaina/SP;3506805;0;1;3;16;8,11096;129,77533;0,0625;SES;TRUE;18410;0;0;18380;0;35;0;0;0;0;0;0
12/06/2020;Brazil;SP;Bofete/SP;3506904;0;2;0;29;17,0503;247,22933;0,06897;SES;TRUE;18408;0;0;18405;0;14;14;0;0;0;0;1
12/06/2020;Brazil;SP;Boituva/SP;3507001;0;5;0;104;8,19712;170,50019;0,04808;SES;TRUE;18391;0;27;18358;66;24;37;52;60;0;0;1
12/06/2020;Brazil;SP;Bom Jesus dos Perdões/SP;3507100;0;0;0;23;0;90,38038;0;SES;TRUE;0;0;0;18377;0;28;0;0;0;0;0;0
0;0;0;0;3507159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Borá/SP;3507209;0;0;0;1;0;119,47431;0;SES;TRUE;0;0;0;18416;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Boracéia/SP;3507308;0;0;0;14;0;290,27576;0;SES;TRUE;0;0;0;18398;0;22;0;0;0;0;0;0
12/06/2020;Brazil;SP;Borborema/SP;3507407;0;0;1;14;0;87,24916;0;SES;TRUE;0;0;0;18376;0;35;0;0;0;0;0;0
12/06/2020;Brazil;SP;Borebi/SP;3507456;0;0;0;5;0;188,46589;0;SES;TRUE;0;0;0;18377;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Botucatu/SP;3507506;0;9;14;425;6,14347;290,10833;0,02118;SES;TRUE;18360;0;29;18356;36;5;13;24;32;0;0;0
12/06/2020;Brazil;SP;Bragança Paulista/SP;3507605;0;12;1;315;7,11457;186,75742;0,0381;SES;TRUE;18359;22;6;18359;32;0;3;22;28;0;0;1
12/06/2020;Brazil;SP;Braúna/SP;3507704;0;0;0;2;0;35,17411;0;SES;TRUE;0;0;0;18420;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Brejo Alegre/SP;3507753;0;0;0;2;0;69,80803;0;SES;TRUE;0;0;0;18388;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Brodowski/SP;3507803;1;2;3;42;8,01957;168,41092;0,04762;SES;TRUE;18410;0;0;18351;0;36;67;0;0;0;0;0
12/06/2020;Brazil;SP;Brotas/SP;3507902;0;0;0;6;0;24,58714;0;SES;TRUE;0;0;0;18395;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Buri/SP;3508009;0;0;0;10;0;50,30687;0;SES;TRUE;0;0;0;18397;0;26;0;0;0;0;0;1
12/06/2020;Brazil;SP;Buritama/SP;3508108;0;0;0;18;0;104,993;0;SES;TRUE;0;0;0;18367;0;29;0;0;0;1;0;0
12/06/2020;Brazil;SP;Buritizal/SP;3508207;0;0;0;4;0;89,26579;0;SES;TRUE;0;0;0;18412;0;0;0;0;0;0;0;1
12/06/2020;Brazil;SP;Cabrália Paulista/SP;3508306;0;0;0;2;0;46,90432;0;SES;TRUE;0;0;0;18422;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Cabreúva/SP;3508405;0;4;3;108;8,04716;217,27322;0,03704;SES;TRUE;18401;0;0;18374;50;22;23;38;44;0;0;0
12/06/2020;Brazil;SP;Caçapava/SP;3508504;-1;3;0;91;3,18258;96,53841;0,03297;SES;TRUE;18391;0;0;18360;0;15;42;53;62;0;0;1
12/06/2020;Brazil;SP;Cachoeira Paulista/SP;3508603;0;1;1;16;3,00057;48,00912;0,0625;SES;TRUE;18419;0;0;18352;0;65;0;0;0;0;0;1
12/06/2020;Brazil;SP;Caconde/SP;3508702;0;0;0;2;0;10,53463;0;SES;TRUE;0;0;0;18380;0;0;0;0;0;0;1;0
0;0;0;0;3508801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Caiabu/SP;3508900;0;1;0;5;23,86065;119,30327;0,2;SES;TRUE;18363;0;0;18363;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Caieiras/SP;3509007;0;40;18;426;39,42052;419,82852;0,0939;SES;TRUE;18352;24;14;18346;38;7;14;28;35;0;0;0
12/06/2020;Brazil;SP;Caiuá/SP;3509106;0;0;0;3;0;51,07252;0;SES;TRUE;0;0;0;18417;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Cajamar/SP;3509205;1;29;25;441;37,75993;574,21127;0,06576;SES;TRUE;18362;29;21;18351;44;23;29;32;39;0;0;1
12/06/2020;Brazil;SP;Cajati/SP;3509254;0;0;0;32;0;112,08799;0;SES;TRUE;0;0;0;18375;0;23;49;0;0;0;0;1
12/06/2020;Brazil;SP;Cajobi/SP;3509304;0;1;0;9;9,48587;85,37279;0,11111;SES;TRUE;18403;0;0;18382;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Cajuru/SP;3509403;0;1;1;8;3,82161;30,57286;0,125;SES;TRUE;18395;0;0;18366;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Campina do Monte Alegre/SP;3509452;0;0;0;20;0;332,00531;0;SES;TRUE;0;0;0;18397;0;22;0;0;0;0;0;1
12/06/2020;Brazil;SP;Campinas/SP;3509502;6;136;199;3490;11,295;289,84954;0,03897;SES;TRUE;18352;24;8;18339;23;12;17;20;22;0;0;1
12/06/2020;Brazil;SP;Campo Limpo Paulista/SP;3509601;0;15;3;141;17,72002;166,56822;0,10638;SES;TRUE;18369;46;35;18368;50;9;21;37;47;0;0;0
12/06/2020;Brazil;SP;Campos do Jordão/SP;3509700;0;1;8;72;1,91983;138,22761;0,01389;SES;TRUE;18411;0;0;18365;0;32;44;57;0;0;1;0
12/06/2020;Brazil;SP;Campos Novos Paulista/SP;3509809;0;0;0;0;0;0;0;SES;TRUE;0;0;0;0;0;0;0;0;0;0;0;1
12/06/2020;Brazil;SP;Cananéia/SP;3509908;0;2;0;20;15,94896;159,48963;0,1;SES;TRUE;18382;0;0;18370;0;19;0;0;0;0;1;0
12/06/2020;Brazil;SP;Canas/SP;3509957;0;0;0;1;0;19,46283;0;SES;TRUE;0;0;0;18389;0;0;0;0;0;0;0;1
12/06/2020;Brazil;SP;Cândido Mota/SP;3510005;0;0;0;14;0;44,75703;0;SES;TRUE;0;0;0;18387;0;34;0;0;0;0;0;0
12/06/2020;Brazil;SP;Cândido Rodrigues/SP;3510104;0;0;0;17;0;608,66452;0;SES;TRUE;0;0;0;18404;0;12;0;0;0;0;0;0
0;0;0;0;3510153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Capão Bonito/SP;3510203;0;4;0;29;8,48572;61,52149;0,13793;SES;TRUE;18379;0;0;18367;0;28;53;0;0;0;1;0
12/06/2020;Brazil;SP;Capela do Alto/SP;3510302;0;0;1;55;0;265,62349;0;SES;TRUE;0;0;0;18373;0;23;33;49;0;0;0;1
12/06/2020;Brazil;SP;Capivari/SP;3510401;0;0;4;81;0;145,24458;0;SES;TRUE;0;0;0;18401;0;15;15;15;23;0;1;0
12/06/2020;Brazil;SP;Caraguatatuba/SP;3510500;0;10;5;230;8,22829;189,25057;0,04348;SES;TRUE;18359;60;56;18358;43;12;22;32;37;0;1;0
12/06/2020;Brazil;SP;Carapicuíba/SP;3510609;1;107;55;1508;26,68815;376,12832;0,07095;SES;TRUE;18354;28;21;18335;38;19;26;33;37;0;0;0
12/06/2020;Brazil;SP;Cardoso/SP;3510708;0;0;0;0;0;0;0;SES;TRUE;0;0;0;0;0;0;0;0;0;1;0;0
12/06/2020;Brazil;SP;Casa Branca/SP;3510807;0;0;0;9;0;29,62475;0;SES;TRUE;0;0;0;18395;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Cássia dos Coqueiros/SP;3510906;0;0;1;7;0;277,44748;0;SES;TRUE;0;0;0;18412;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Castilho/SP;3511003;0;1;0;6;4,76054;28,56327;0,16667;SES;TRUE;18405;0;0;18368;0;0;0;0;0;1;0;0
12/06/2020;Brazil;SP;Catanduva/SP;3511102;0;12;10;210;9,8472;172,32607;0,05714;SES;TRUE;18360;56;35;18359;49;16;29;36;42;1;0;0
12/06/2020;Brazil;SP;Catiguá/SP;3511201;0;0;0;7;0;89,69759;0;SES;TRUE;0;0;0;18393;0;0;0;0;0;1;0;0
12/06/2020;Brazil;SP;Cedral/SP;3511300;0;0;0;8;0;86,60821;0;SES;TRUE;0;0;0;18356;0;0;0;0;0;1;0;0
12/06/2020;Brazil;SP;Cerqueira César/SP;3511409;0;0;0;7;0;35,02627;0;SES;TRUE;0;0;0;18388;0;0;0;0;0;0;0;1
12/06/2020;Brazil;SP;Cerquilho/SP;3511508;0;3;1;26;6,12883;53,11651;0,11538;SES;TRUE;18396;0;0;18396;0;9;27;0;0;0;1;0
12/06/2020;Brazil;SP;Cesário Lange/SP;3511607;0;1;0;11;5,51025;60,61274;0,09091;SES;TRUE;18405;0;0;18400;0;24;0;0;0;0;0;1
12/06/2020;Brazil;SP;Charqueada/SP;3511706;0;3;0;70;17,45201;407,2135;0,04286;SES;TRUE;18383;0;0;18382;0;8;19;27;0;0;0;0
0;0;0;0;3511904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Colina/SP;3512001;0;2;1;12;10,82954;64,97726;0,16667;SES;TRUE;18397;0;0;18380;0;36;0;0;0;0;1;0
12/06/2020;Brazil;SP;Colômbia/SP;3512100;0;0;1;1;0;16,10306;0;SES;TRUE;0;0;0;18425;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Conchal/SP;3512209;0;0;0;14;0;49,91087;0;SES;TRUE;0;0;0;18383;0;35;0;0;0;0;0;0
12/06/2020;Brazil;SP;Conchas/SP;3512308;0;2;1;14;11,17568;78,22977;0,14286;SES;TRUE;18368;0;0;18366;0;49;0;0;0;0;0;0
12/06/2020;Brazil;SP;Cordeirópolis/SP;3512407;0;2;0;69;8,15395;281,31115;0,02899;SES;TRUE;18420;0;0;18376;0;15;20;41;0;0;0;1
12/06/2020;Brazil;SP;Coroados/SP;3512506;0;1;0;14;16,5071;231,09937;0,07143;SES;TRUE;18402;0;0;18383;0;19;0;0;0;0;0;0
12/06/2020;Brazil;SP;Coronel Macedo/SP;3512605;0;1;0;2;21,36296;42,72591;0,5;SES;TRUE;18424;0;0;18411;0;0;0;0;0;0;0;1
12/06/2020;Brazil;SP;Corumbataí/SP;3512704;0;0;0;8;0;197,2873;0;SES;TRUE;0;0;0;18419;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Cosmópolis/SP;3512803;1;2;4;85;2,76809;117,6438;0,02353;SES;TRUE;18411;0;0;18380;0;18;35;39;43;0;0;0
12/06/2020;Brazil;SP;Cosmorama/SP;3512902;0;1;0;6;13,68551;82,11304;0,16667;SES;TRUE;18411;0;0;18380;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Cotia/SP;3513009;0;64;18;810;25,68115;325,02709;0,07901;SES;TRUE;18353;24;17;18339;37;13;16;23;30;0;0;1
12/06/2020;Brazil;SP;Cravinhos/SP;3513108;0;4;0;38;11,33401;107,67313;0,10526;SES;TRUE;18355;0;0;18355;0;34;62;0;0;0;0;1
12/06/2020;Brazil;SP;Cristais Paulista/SP;3513207;0;0;0;1;0;11,58614;0;SES;TRUE;0;0;0;18424;0;0;0;0;0;0;0;0
0;0;0;0;3513306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Cruzeiro/SP;3513405;0;2;0;42;2,43197;51,07128;0,04762;SES;TRUE;18368;0;0;18367;0;21;45;0;0;0;0;1
12/06/2020;Brazil;SP;Cubatão/SP;3513504;1;50;87;994;38,25408;760,49118;0,0503;SES;TRUE;18389;12;2;18362;33;8;12;27;29;0;0;1
12/06/2020;Brazil;SP;Cunha/SP;3513603;0;0;1;6;0;27,8461;0;SES;TRUE;0;0;0;18388;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Descalvado/SP;3513702;0;1;0;14;2,96577;41,52085;0,07143;SES;TRUE;18409;0;0;18399;0;18;0;0;0;0;1;0
12/06/2020;Brazil;SP;Diadema/SP;3513801;9;125;46;1886;29,4892;444,93305;0,06628;SES;TRUE;18355;21;15;18348;20;7;10;13;19;0;0;0
12/06/2020;Brazil;SP;Dirce Reis/SP;3513850;0;0;0;1;0;55,77245;0;SES;TRUE;0;0;0;18423;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Divinolândia/SP;3513900;0;0;0;1;0;8,97183;0;SES;TRUE;0;0;0;18390;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Dobrada/SP;3514007;0;0;0;4;0;44,79785;0;SES;TRUE;0;0;0;18376;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Dois Córregos/SP;3514106;0;2;0;6;7,32198;21,96595;0,33333;SES;TRUE;18395;0;0;18388;0;0;0;0;0;0;1;0
12/06/2020;Brazil;SP;Dolcinópolis/SP;3514205;0;1;0;5;47,28132;236,40662;0,2;SES;TRUE;18413;0;0;18405;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Dourado/SP;3514304;0;0;4;14;0;157,78204;0;SES;TRUE;0;0;0;18398;0;26;0;0;0;0;0;0
12/06/2020;Brazil;SP;Dracena/SP;3514403;0;2;2;40;4,27414;85,48287;0,05;SES;TRUE;18356;0;0;18354;0;33;50;0;0;0;1;0
12/06/2020;Brazil;SP;Duartina/SP;3514502;0;0;1;14;0;112,49498;0;SES;TRUE;0;0;0;18368;0;55;0;0;0;0;0;0
12/06/2020;Brazil;SP;Dumont/SP;3514601;0;0;0;5;0;50,66883;0;SES;TRUE;0;0;0;18388;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Echaporã/SP;3514700;0;0;0;2;0;32,77614;0;SES;TRUE;0;0;0;18416;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Eldorado/SP;3514809;0;1;0;13;6,45411;83,90345;0,07692;SES;TRUE;18364;0;0;18361;0;61;0;0;0;0;0;0
12/06/2020;Brazil;SP;Elias Fausto/SP;3514908;0;1;0;18;5,62683;101,28292;0,05556;SES;TRUE;18394;0;0;18372;0;46;0;0;0;0;0;0
12/06/2020;Brazil;SP;Elisiário/SP;3514924;0;0;0;1;0;27,38976;0;SES;TRUE;0;0;0;18395;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Embaúba/SP;3514957;0;0;0;9;0;367,04731;0;SES;TRUE;0;0;0;18415;0;0;0;0;0;0;0;0
12/06/2020;Brazil;SP;Embu das Artes/SP;3515004;1;67;30;791;24,47703;288,97511;0,0847;SES;TRUE;18351;30;22;18346;35;8;14;22;31;0;0;1
