"";"date";"country";"state";"city";"ibgeID";"newDeaths";"deaths";"newCases";"totalCases";"deaths_per_100k_inhabitants";"totalCases_per_100k_inhabitants";"deaths_by_totalCases";"X_source";"is_last";"day1_death";"day_10death";"day_5death";"day1_case";"day_100cases";"day_10cases";"day_25cases";"day_50cases";"day_75cases"
"158";2020-06-04;"Brazil";"CE";"Santana do Acaraú/CE";2312007;0;8;0;33;24,65179;101,68865;0,24242;"SES";TRUE;18389;0;12;18358;0;28;46;0;0
"159";2020-06-04;"Brazil";"CE";"Santana do Cariri/CE";2312106;0;0;0;34;0;192,0904;0;"SES";TRUE;0;0;0;18390;0;9;26;0;0
"160";2020-06-04;"Brazil";"CE";"Senador Pompeu/CE";2312700;0;0;0;25;0;98,0546;0;"SES";TRUE;0;0;0;18358;0;38;57;0;0
"161";2020-06-04;"Brazil";"CE";"Senador Sá/CE";2312809;0;1;0;149;13,11819;1954,61105;0,00671;"SES";TRUE;18412;0;0;18362;53;31;37;50;50
"162";2020-06-04;"Brazil";"CE";"Sobral/CE";2312908;0;94;0;2503;44,99007;1197,98023;0,03755;"SES";TRUE;18375;19;6;18339;40;19;32;35;36
"163";2020-06-04;"Brazil";"CE";"Solonópole/CE";2313005;0;1;0;49;5,45732;267,40886;0,02041;"SES";TRUE;18375;0;0;18375;0;21;27;0;0
"164";2020-06-04;"Brazil";"CE";"São Benedito/CE";2312304;0;0;0;38;0;79,32697;0;"SES";TRUE;0;0;0;18376;0;20;38;0;0
"165";2020-06-04;"Brazil";"CE";"São Gonçalo do Amarante/CE";2312403;0;20;0;858;41,30354;1771,92185;0,02331;"SES";TRUE;18369;34;26;18368;22;9;14;20;21
"166";2020-06-04;"Brazil";"CE";"São João do Jaguaribe/CE";2312502;0;0;0;38;0;497,0569;0;"SES";TRUE;0;0;0;18373;0;26;31;0;0
"167";2020-06-04;"Brazil";"CE";"São Luís do Curu/CE";2312601;0;5;0;61;38,46154;469,23077;0,08197;"SES";TRUE;18375;0;32;18362;0;24;37;53;0
"168";2020-06-04;"Brazil";"CE";"Tabuleiro do Norte/CE";2313104;0;3;0;130;9,77294;423,49415;0,02308;"SES";TRUE;18387;0;0;18362;50;32;38;40;50
