shape_CD_GEOCODM	date	country	state	city	ibgeID	newDeaths	deaths	newCases	totalCases	deaths_per_100k_inhabitants	totalCases_per_100k_inhabitants	deaths_by_totalCases	X_source	is_last	day1_death	day_10death	day_5death	day1_case	day_100cases	day_10cases	day_25cases	day_50cases	day_75cases	tem_rodo	tem_rodo_1	tem_rodo_2	MapaCD_GEOCODM	MapaTematico	Cluster_Espacial	Label_Cluster_Espacial	ID da observação dos clusters	Cluster 30	Cluster 29	Cluster 28	Cluster 27	Cluster 26	Cluster 25	Cluster 24	Cluster 23	Cluster 22	Cluster 21	Cluster 20	Cluster 19	Cluster 18	
3512100	12/06/2020	Brazil	SP	Col�mbia/SP	3512100	0	0	1	1	0	16,10306	0	SES	TRUE	0	0	0	18425	0	0	0	0	0	0	1	0	135	0	10	Conglomerado 10	3512100	33	33	33	33	33	33	33	33	33	33	33	33	33	
3512209	12/06/2020	Brazil	SP	Conchal/SP	3512209	0	0	0	14	0	49,91087	0	SES	TRUE	0	0	0	18383	0	35	0	0	0	0	0	0	136	0	2	Conglomerado 2	3512209	136	2	2	2	2	2	2	2	2	2	2	2	2	
3512308	12/06/2020	Brazil	SP	Conchas/SP	3512308	0	2	1	14	11,17568	78,22977	0,14286	SES	TRUE	18368	0	0	18366	0	49	0	0	0	0	0	0	137	0	2	Conglomerado 2	3512308	2	2	2	2	2	2	2	2	2	2	2	2	2	
3512407	12/06/2020	Brazil	SP	Cordeir�polis/SP	3512407	0	2	0	69	8,15395	281,31115	0,02899	SES	TRUE	18420	0	0	18376	0	15	20	41	0	0	0	1	138	0	2	Conglomerado 2	3512407	2	2	2	2	2	2	2	2	2	2	2	2	2	
3512506	12/06/2020	Brazil	SP	Coroados/SP	3512506	0	1	0	14	16,5071	231,09937	0,07143	SES	TRUE	18402	0	0	18383	0	19	0	0	0	0	0	0	139	0	0	Conglomerado 0	3512506	0	0	0	0	0	0	0	0	0	0	0	0	0	
3512605	12/06/2020	Brazil	SP	Coronel Macedo/SP	3512605	0	1	0	2	21,36296	42,72591	0,5	SES	TRUE	18424	0	0	18411	0	0	0	0	0	0	0	1	140	0	3	Conglomerado 3	3512605	5	5	5	5	5	5	5	5	5	5	5	5	5	
3512704	12/06/2020	Brazil	SP	Corumbata�/SP	3512704	0	0	0	8	0	197,2873	0	SES	TRUE	0	0	0	18419	0	0	0	0	0	0	1	0	141	0	7	Conglomerado 7	3512704	22	22	22	22	22	22	22	22	22	22	22	22	22	
3512803	12/06/2020	Brazil	SP	Cosm�polis/SP	3512803	1	2	4	85	2,76809	117,6438	0,02353	SES	TRUE	18411	0	0	18380	0	18	35	39	43	0	0	0	142	0	2	Conglomerado 2	3512803	2	2	2	2	2	2	2	2	2	2	2	2	2	
3512902	12/06/2020	Brazil	SP	Cosmorama/SP	3512902	0	1	0	6	13,68551	82,11304	0,16667	SES	TRUE	18411	0	0	18380	0	0	0	0	0	0	0	0	143	0	1	Conglomerado 1	3512902	143	143	143	143	143	143	143	1	1	1	1	1	1	
3513009	12/06/2020	Brazil	SP	Cotia/SP	3513009	0	64	18	810	25,68115	325,02709	0,07901	SES	TRUE	18353	24	17	18339	37	13	16	23	30	0	0	1	144	0	2	Conglomerado 2	3513009	2	2	2	2	2	2	2	2	2	2	2	2	2	
3513108	12/06/2020	Brazil	SP	Cravinhos/SP	3513108	0	4	0	38	11,33401	107,67313	0,10526	SES	TRUE	18355	0	0	18355	0	34	62	0	0	0	0	1	145	0	11	Conglomerado 11	3513108	52	52	52	52	52	52	52	52	52	52	52	52	52	
3513207	12/06/2020	Brazil	SP	Cristais Paulista/SP	3513207	0	0	0	1	0	11,58614	0	SES	TRUE	0	0	0	18424	0	0	0	0	0	0	0	0	146	0	10	Conglomerado 10	3513207	33	33	33	33	33	33	33	33	33	33	33	33	33	
3513306	0	0	0	0	3513306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	4	1	Conglomerado 1	3513306	1	1	1	1	1	1	1	1	1	1	1	1	1	
3513405	12/06/2020	Brazil	SP	Cruzeiro/SP	3513405	0	2	0	42	2,43197	51,07128	0,04762	SES	TRUE	18368	0	0	18367	0	21	45	0	0	0	0	1	148	0	2	Conglomerado 2	3513405	2	2	2	2	2	2	2	2	2	2	2	2	2	
3513504	12/06/2020	Brazil	SP	Cubat�o/SP	3513504	1	50	87	994	38,25408	760,49118	0,0503	SES	TRUE	18389	12	2	18362	33	8	12	27	29	0	0	1	149	0	2	Conglomerado 2	3513504	2	2	2	2	2	2	2	2	2	2	2	2	2	
3513603	12/06/2020	Brazil	SP	Cunha/SP	3513603	0	0	1	6	0	27,8461	0	SES	TRUE	0	0	0	18388	0	0	0	0	0	0	1	0	150	0	9	Conglomerado 9	3513603	27	27	27	27	27	27	27	27	27	27	27	27	27	
3513702	12/06/2020	Brazil	SP	Descalvado/SP	3513702	0	1	0	14	2,96577	41,52085	0,07143	SES	TRUE	18409	0	0	18399	0	18	0	0	0	0	1	0	151	0	2	Conglomerado 2	3513702	2	2	2	2	2	2	2	2	2	2	2	2	2	
3513801	12/06/2020	Brazil	SP	Diadema/SP	3513801	9	125	46	1886	29,4892	444,93305	0,06628	SES	TRUE	18355	21	15	18348	20	7	10	13	19	0	0	0	152	0	2	Conglomerado 2	3513801	2	2	2	2	2	2	2	2	2	2	2	2	2	
3513850	12/06/2020	Brazil	SP	Dirce Reis/SP	3513850	0	0	0	1	0	55,77245	0	SES	TRUE	0	0	0	18423	0	0	0	0	0	0	0	0	153	0	1	Conglomerado 1	3513850	1	1	1	1	1	1	1	1	1	1	1	1	1	
3513900	12/06/2020	Brazil	SP	Divinol�ndia/SP	3513900	0	0	0	1	0	8,97183	0	SES	TRUE	0	0	0	18390	0	0	0	0	0	0	1	0	154	0	1	Conglomerado 1	3513900	98	98	98	98	98	98	98	98	1	1	1	1	1	
3514007	12/06/2020	Brazil	SP	Dobrada/SP	3514007	0	0	0	4	0	44,79785	0	SES	TRUE	0	0	0	18376	0	0	0	0	0	0	1	0	155	0	1	Conglomerado 1	3514007	1	1	1	1	1	1	1	1	1	1	1	1	1	
3514106	12/06/2020	Brazil	SP	Dois C�rregos/SP	3514106	0	2	0	6	7,32198	21,96595	0,33333	SES	TRUE	18395	0	0	18388	0	0	0	0	0	0	1	0	156	0	2	Conglomerado 2	3514106	2	2	2	2	2	2	2	2	2	2	2	2	2	
3514205	12/06/2020	Brazil	SP	Dolcin�polis/SP	3514205	0	1	0	5	47,28132	236,40662	0,2	SES	TRUE	18413	0	0	18405	0	0	0	0	0	0	0	0	157	0	1	Conglomerado 1	3514205	1	1	1	1	1	1	1	1	1	1	1	1	1	
3514304	12/06/2020	Brazil	SP	Dourado/SP	3514304	0	0	4	14	0	157,78204	0	SES	TRUE	0	0	0	18398	0	26	0	0	0	0	0	0	158	0	7	Conglomerado 7	3514304	22	22	22	22	22	22	22	22	22	22	22	22	22	
3514403	12/06/2020	Brazil	SP	Dracena/SP	3514403	0	2	2	40	4,27414	85,48287	0,05	SES	TRUE	18356	0	0	18354	0	33	50	0	0	0	1	0	159	0	0	Conglomerado 0	3514403	0	0	0	0	0	0	0	0	0	0	0	0	0	
3514502	12/06/2020	Brazil	SP	Duartina/SP	3514502	0	0	1	14	0	112,49498	0	SES	TRUE	0	0	0	18368	0	55	0	0	0	0	0	0	160	0	1	Conglomerado 1	3514502	1	1	1	1	1	1	1	1	1	1	1	1	1	
3514601	12/06/2020	Brazil	SP	Dumont/SP	3514601	0	0	0	5	0	50,66883	0	SES	TRUE	0	0	0	18388	0	0	0	0	0	0	0	0	161	0	1	Conglomerado 1	3514601	1	1	1	1	1	1	1	1	1	1	1	1	1	
3514700	12/06/2020	Brazil	SP	Echapor�/SP	3514700	0	0	0	2	0	32,77614	0	SES	TRUE	0	0	0	18416	0	0	0	0	0	0	0	0	162	0	1	Conglomerado 1	3514700	1	1	1	1	1	1	1	1	1	1	1	1	1	
3514809	12/06/2020	Brazil	SP	Eldorado/SP	3514809	0	1	0	13	6,45411	83,90345	0,07692	SES	TRUE	18364	0	0	18361	0	61	0	0	0	0	0	0	163	0	2	Conglomerado 2	3514809	2	2	2	2	2	2	2	2	2	2	2	2	2	
3514908	12/06/2020	Brazil	SP	Elias Fausto/SP	3514908	0	1	0	18	5,62683	101,28292	0,05556	SES	TRUE	18394	0	0	18372	0	46	0	0	0	0	0	0	164	0	2	Conglomerado 2	3514908	2	2	2	2	2	2	2	2	2	2	2	2	2	
3514924	12/06/2020	Brazil	SP	Elisi�rio/SP	3514924	0	0	0	1	0	27,38976	0	SES	TRUE	0	0	0	18395	0	0	0	0	0	0	0	0	165	0	1	Conglomerado 1	3514924	1	1	1	1	1	1	1	1	1	1	1	1	1	
3514957	12/06/2020	Brazil	SP	Emba�ba/SP	3514957	0	0	0	9	0	367,04731	0	SES	TRUE	0	0	0	18415	0	0	0	0	0	0	0	0	166	0	11	Conglomerado 11	3514957	166	166	166	166	166	52	52	52	52	52	52	52	52	
3515004	12/06/2020	Brazil	SP	Embu das Artes/SP	3515004	1	67	30	791	24,47703	288,97511	0,0847	SES	TRUE	18351	30	22	18346	35	8	14	22	31	0	0	1	167	0	2	Conglomerado 2	3515004	2	2	2	2	2	2	2	2	2	2	2	2	2	
3515103	12/06/2020	Brazil	SP	Embu-Gua�u/SP	3515103	0	10	2	180	14,41234	259,42207	0,05556	SES	TRUE	18375	35	13	18358	51	17	24	37	45	0	0	0	168	0	2	Conglomerado 2	3515103	2	2	2	2	2	2	2	2	2	2	2	2	2	
3515129	12/06/2020	Brazil	SP	Emilian�polis/SP	3515129	0	0	0	4	0	124,45551	0	SES	TRUE	0	0	0	18394	0	0	0	0	0	0	1	0	169	0	1	Conglomerado 1	3515129	1	1	1	1	1	1	1	1	1	1	1	1	1	
3515152	12/06/2020	Brazil	SP	Engenheiro Coelho/SP	3515152	0	0	5	25	0	120,34853	0	SES	TRUE	0	0	0	18376	0	28	49	0	0	0	0	0	170	0	2	Conglomerado 2	3515152	136	2	2	2	2	2	2	2	2	2	2	2	2	
3515186	12/06/2020	Brazil	SP	Esp�rito Santo do Pinhal/SP	3515186	0	0	0	20	0	45,11617	0	SES	TRUE	0	0	0	18375	0	34	0	0	0	0	0	0	171	0	2	Conglomerado 2	3515186	2	2	2	2	2	2	2	2	2	2	2	2	2	
3515194	0	0	0	0	3515194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	172	5	1	Conglomerado 1	3515194	1	1	1	1	1	1	1	1	1	1	1	1	1	
3515202	12/06/2020	Brazil	SP	Estrela d'Oeste/SP	3515202	0	0	2	24	0	285,06949	0	SES	TRUE	0	0	0	18376	0	43	0	0	0	0	0	0	173	0	1	Conglomerado 1	3515202	1	1	1	1	1	1	1	1	1	1	1	1	1	
3515301	0	0	0	0	3515301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	6	1	Conglomerado 1	3515301	1	1	1	1	1	1	1	1	1	1	1	1	1	
3515350	12/06/2020	Brazil	SP	Euclides da Cunha Paulista/SP	3515350	0	0	0	4	0	42,68488	0	SES	TRUE	0	0	0	18405	0	0	0	0	0	0	0	0	175	0	1	Conglomerado 1	3515350	1	1	1	1	1	1	1	1	1	1	1	1	1	
3515400	12/06/2020	Brazil	SP	Fartura/SP	3515400	0	1	3	10	6,23597	62,35969	0,1	SES	TRUE	18394	0	0	18368	0	57	0	0	0	0	0	0	176	0	3	Conglomerado 3	3515400	5	5	5	5	5	5	5	5	5	5	5	5	5	
3515509	12/06/2020	Brazil	SP	Fernand�polis/SP	3515509	0	1	0	160	1,44684	231,49488	0,00625	SES	TRUE	18422	0	0	18367	53	15	35	44	50	0	0	0	177	0	13	Conglomerado 13	3515509	177	177	177	177	177	177	177	177	177	177	177	1	1	
3515608	12/06/2020	Brazil	SP	Fernando Prestes/SP	3515608	0	0	0	6	0	103,75238	0	SES	TRUE	0	0	0	18394	0	0	0	0	0	1	0	0	178	0	1	Conglomerado 1	3515608	1	1	1	1	1	1	1	1	1	1	1	1	1	
3515657	12/06/2020	Brazil	SP	Fern�o/SP	3515657	0	0	0	0	0	0	0	SES	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	179	7	1	Conglomerado 1	3515657	1	1	1	1	1	1	1	1	1	1	1	1	1	
3515707	12/06/2020	Brazil	SP	Ferraz de Vasconcelos/SP	3515707	1	56	17	581	28,82497	299,05907	0,09639	SES	TRUE	18366	20	14	18333	51	21	27	36	46	0	0	0	180	0	2	Conglomerado 2	3515707	2	2	2	2	2	2	2	2	2	2	2	2	2	
3515806	0	0	0	0	3515806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	1	Conglomerado 1	3515806	1	1	1	1	1	1	1	1	1	1	1	1	1	
3515905	12/06/2020	Brazil	SP	Floreal/SP	3515905	0	0	0	5	0	171,40898	0	SES	TRUE	0	0	0	18410	0	0	0	0	0	1	0	0	182	0	1	Conglomerado 1	3515905	1	1	1	1	1	1	1	1	1	1	1	1	1	
3516002	12/06/2020	Brazil	SP	Fl�rida Paulista/SP	3516002	0	0	0	12	0	81,96721	0	SES	TRUE	0	0	0	18390	0	27	0	0	0	0	0	0	183	0	1	Conglomerado 1	3516002	1	1	1	1	1	1	1	1	1	1	1	1	1	
3516101	0	0	0	0	3516101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	4	1	Conglomerado 1	3516101	1	1	1	1	1	1	1	1	1	1	1	1	1	
3516200	12/06/2020	Brazil	SP	Franca/SP	3516200	0	6	0	103	1,69882	29,16302	0,05825	SES	TRUE	18366	0	52	18354	70	27	37	47	58	0	0	0	185	0	11	Conglomerado 11	3516200	52	52	52	52	52	52	52	52	52	52	52	52	52	
3516309	12/06/2020	Brazil	SP	Francisco Morato/SP	3516309	1	35	14	637	19,90401	362,25291	0,05495	SES	TRUE	18354	34	28	18354	33	8	16	24	28	0	0	0	186	0	2	Conglomerado 2	3516309	2	2	2	2	2	2	2	2	2	2	2	2	2	
3516408	12/06/2020	Brazil	SP	Franco da Rocha/SP	3516408	2	55	8	567	35,60124	367,01642	0,097	SES	TRUE	18355	24	20	18352	27	8	15	17	24	0	0	0	187	0	2	Conglomerado 2	3516408	2	2	2	2	2	2	2	2	2	2	2	2	2	
3516507	12/06/2020	Brazil	SP	Gabriel Monteiro/SP	3516507	0	0	0	2	0	72,04611	0	SES	TRUE	0	0	0	18415	0	0	0	0	0	0	0	0	188	0	1	Conglomerado 1	3516507	1	1	1	1	1	1	1	1	1	1	1	1	1	
3516606	12/06/2020	Brazil	SP	G�lia/SP	3516606	0	0	0	0	0	0	0	SES	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	189	7	1	Conglomerado 1	3516606	1	1	1	1	1	1	1	1	1	1	1	1	1	
3516705	12/06/2020	Brazil	SP	Gar�a/SP	3516705	0	0	0	15	0	33,79139	0	SES	TRUE	0	0	0	18365	0	45	0	0	0	0	0	0	190	0	1	Conglomerado 1	3516705	1	1	1	1	1	1	1	1	1	1	1	1	1	
3516804	12/06/2020	Brazil	SP	Gast�o Vidigal/SP	3516804	0	4	1	28	83,19468	582,36273	0,14286	SES	TRUE	18397	0	0	18389	0	28	33	0	0	0	0	0	191	0	14	Conglomerado 14	3516804	191	191	191	191	191	191	191	191	191	191	191	191	191	
3516853	12/06/2020	Brazil	SP	Gavi�o Peixoto/SP	3516853	0	0	0	10	0	208,81186	0	SES	TRUE	0	0	0	18404	0	20	0	0	0	0	1	0	192	0	1	Conglomerado 1	3516853	1	1	1	1	1	1	1	1	1	1	1	1	1	
3516903	12/06/2020	Brazil	SP	General Salgado/SP	3516903	0	0	2	26	0	239,21244	0	SES	TRUE	0	0	0	18394	0	24	31	0	0	1	0	0	193	0	1	Conglomerado 1	3516903	1	1	1	1	1	1	1	1	1	1	1	1	1	
3517000	12/06/2020	Brazil	SP	Getulina/SP	3517000	0	0	0	1	0	8,76501	0	SES	TRUE	0	0	0	18390	0	0	0	0	0	0	1	0	194	0	1	Conglomerado 1	3517000	1	1	1	1	1	1	1	1	1	1	1	1	1	
3517109	0	0	0	0	3517109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	1	Conglomerado 1	3517109	1	1	1	1	1	1	1	1	1	1	1	1	1	
3517208	12/06/2020	Brazil	SP	Guai�ara/SP	3517208	0	0	0	18	0	147,92899	0	SES	TRUE	0	0	0	18391	0	26	0	0	0	0	1	0	196	0	1	Conglomerado 1	3517208	1	1	1	1	1	1	1	1	1	1	1	1	1	
3517307	12/06/2020	Brazil	SP	Guaimb�/SP	3517307	0	1	0	4	17,34605	69,38422	0,25	SES	TRUE	18417	0	0	18396	0	0	0	0	0	0	1	0	197	0	6	Conglomerado 6	3517307	16	16	16	16	16	16	16	16	16	16	16	16	16	
3517406	12/06/2020	Brazil	SP	Gua�ra/SP	3517406	0	0	5	58	0	142,19171	0	SES	TRUE	0	0	0	18376	0	27	36	47	0	0	0	0	198	0	10	Conglomerado 10	3517406	33	33	33	33	33	33	33	33	33	33	33	33	33	
3517505	12/06/2020	Brazil	SP	Guapia�u/SP	3517505	0	6	1	64	27,96681	298,31267	0,09375	SES	TRUE	18405	0	15	18388	0	13	20	31	0	0	1	0	199	0	11	Conglomerado 11	3517505	52	52	52	52	52	52	52	52	52	52	52	52	52	
3517604	12/06/2020	Brazil	SP	Guapiara/SP	3517604	0	3	0	8	17,48557	46,6282	0,375	SES	TRUE	18411	0	0	18394	0	0	0	0	0	0	1	0	200	0	2	Conglomerado 2	3517604	2	2	2	2	2	2	2	2	2	2	2	2	2	
3517703	12/06/2020	Brazil	SP	Guar�/SP	3517703	0	1	0	2	4,71254	9,42507	0,5	SES	TRUE	18380	0	0	18380	0	0	0	0	0	0	0	1	201	0	10	Conglomerado 10	3517703	33	33	33	33	33	33	33	33	33	33	33	33	33	
3517802	12/06/2020	Brazil	SP	Guara�a�/SP	3517802	0	0	0	4	0	48,05959	0	SES	TRUE	0	0	0	18387	0	0	0	0	0	0	0	0	202	0	15	Conglomerado 15	3517802	202	202	202	202	202	202	202	202	202	202	202	202	202	
3517901	12/06/2020	Brazil	SP	Guaraci/SP	3517901	0	0	0	4	0	35,75259	0	SES	TRUE	0	0	0	18396	0	0	0	0	0	0	0	0	203	0	1	Conglomerado 1	3517901	1	1	1	1	1	1	1	1	1	1	1	1	1	
3518008	12/06/2020	Brazil	SP	Guarani d'Oeste/SP	3518008	0	0	1	2	0	100	0	SES	TRUE	0	0	0	18397	0	0	0	0	0	0	0	0	204	0	1	Conglomerado 1	3518008	1	1	1	1	1	1	1	1	1	1	1	1	1	
3518107	12/06/2020	Brazil	SP	Guarant�/SP	3518107	0	0	0	10	0	150,06002	0	SES	TRUE	0	0	0	18410	0	7	0	0	0	0	1	0	205	0	1	Conglomerado 1	3518107	1	1	1	1	1	1	1	1	1	1	1	1	1	
3518206	12/06/2020	Brazil	SP	Guararapes/SP	3518206	0	1	1	32	3,03591	97,14928	0,03125	SES	TRUE	18398	0	0	18356	0	32	66	0	0	0	0	0	206	0	0	Conglomerado 0	3518206	0	0	0	0	0	0	0	0	0	0	0	0	0	
3518305	12/06/2020	Brazil	SP	Guararema/SP	3518305	1	8	7	73	26,84744	244,98288	0,10959	SES	TRUE	18380	0	24	18360	0	28	41	57	0	0	0	1	207	0	2	Conglomerado 2	3518305	2	2	2	2	2	2	2	2	2	2	2	2	2	
3518404	12/06/2020	Brazil	SP	Guaratinguet�/SP	3518404	0	3	2	47	2,46309	38,58848	0,06383	SES	TRUE	18397	0	0	18361	0	35	49	0	0	0	0	1	208	0	2	Conglomerado 2	3518404	2	2	2	2	2	2	2	2	2	2	2	2	2	
3518503	12/06/2020	Brazil	SP	Guare�/SP	3518503	0	0	0	37	0	199,78402	0	SES	TRUE	0	0	0	18389	0	26	27	0	0	0	0	0	209	0	16	Conglomerado 16	3518503	209	209	209	209	209	209	209	209	209	209	209	209	2	
3518602	12/06/2020	Brazil	SP	Guariba/SP	3518602	0	1	0	44	2,49345	109,71201	0,02273	SES	TRUE	18419	0	0	18381	0	35	37	0	0	0	1	0	210	0	11	Conglomerado 11	3518602	52	52	52	52	52	52	52	52	52	52	52	52	52	
3518701	12/06/2020	Brazil	SP	Guaruj�/SP	3518701	0	86	7	2319	26,83651	723,64952	0,03708	SES	TRUE	18368	19	12	18352	25	14	16	19	24	0	0	0	211	0	2	Conglomerado 2	3518701	2	2	2	2	2	2	2	2	2	2	2	2	2	
3518800	12/06/2020	Brazil	SP	Guarulhos/SP	3518800	-1	463	69	4067	33,57062	294,88494	0,11384	SES	TRUE	18346	15	10	18338	22	10	15	17	22	0	0	1	212	0	2	Conglomerado 2	3518800	2	2	2	2	2	2	2	2	2	2	2	2	2	
3518859	12/06/2020	Brazil	SP	Guatapar�/SP	3518859	0	0	0	2	0	26,1233	0	SES	TRUE	0	0	0	18417	0	0	0	0	0	0	0	0	213	0	1	Conglomerado 1	3518859	1	1	1	1	1	1	1	1	1	1	1	1	1	
3518909	12/06/2020	Brazil	SP	Guzol�ndia/SP	3518909	0	0	0	1	0	18,98614	0	SES	TRUE	0	0	0	18372	0	0	0	0	0	1	0	0	214	0	1	Conglomerado 1	3518909	1	1	1	1	1	1	1	1	1	1	1	1	1	
3519006	12/06/2020	Brazil	SP	Hercul�ndia/SP	3519006	0	0	0	15	0	157,46378	0	SES	TRUE	0	0	0	18394	0	24	0	0	0	0	0	0	215	0	1	Conglomerado 1	3519006	1	1	1	1	1	1	1	1	1	1	1	1	1	
3519055	12/06/2020	Brazil	SP	Holambra/SP	3519055	0	0	0	21	0	140,6564	0	SES	TRUE	0	0	0	18377	0	24	0	0	0	0	0	0	216	0	17	Conglomerado 17	3519055	216	216	216	216	216	216	216	216	216	216	216	216	216	
3519071	12/06/2020	Brazil	SP	Hortol�ndia/SP	3519071	0	17	12	280	7,36406	121,29036	0,06071	SES	TRUE	18379	15	11	18341	57	32	41	47	52	0	0	0	217	0	2	Conglomerado 2	3519071	2	2	2	2	2	2	2	2	2	2	2	2	2	
3519105	12/06/2020	Brazil	SP	Iacanga/SP	3519105	0	0	0	2	0	17,07942	0	SES	TRUE	0	0	0	18388	0	0	0	0	0	0	1	0	218	0	1	Conglomerado 1	3519105	1	1	1	1	1	1	1	1	1	1	1	1	1	
3519204	12/06/2020	Brazil	SP	Iacri/SP	3519204	0	0	0	2	0	31,64056	0	SES	TRUE	0	0	0	18405	0	0	0	0	0	0	1	0	219	0	1	Conglomerado 1	3519204	1	1	1	1	1	1	1	1	1	1	1	1	1	
3519253	0	0	0	0	3519253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	220	0	3	Conglomerado 3	3519253	5	5	5	5	5	5	5	5	5	5	5	5	5	
3519303	12/06/2020	Brazil	SP	Ibat�/SP	3519303	0	0	1	47	0	133,88788	0	SES	TRUE	0	0	0	18383	0	18	33	0	0	0	1	0	221	0	7	Conglomerado 7	3519303	22	22	22	22	22	22	22	22	22	22	22	22	22	
3519402	12/06/2020	Brazil	SP	Ibir�/SP	3519402	0	0	0	4	0	32,27628	0	SES	TRUE	0	0	0	18363	0	0	0	0	0	1	0	0	222	0	1	Conglomerado 1	3519402	1	1	1	1	1	1	1	1	1	1	1	1	1	
3519501	12/06/2020	Brazil	SP	Ibirarema/SP	3519501	0	0	1	9	0	116,0841	0	SES	TRUE	0	0	0	18387	0	0	0	0	0	0	0	0	223	0	1	Conglomerado 1	3519501	1	1	1	1	1	1	1	1	1	1	1	1	1	
3519600	12/06/2020	Brazil	SP	Ibitinga/SP	3519600	0	3	8	68	4,99725	113,27103	0,04412	SES	TRUE	18394	0	0	18382	0	20	31	41	0	0	1	0	224	0	2	Conglomerado 2	3519600	2	2	2	2	2	2	2	2	2	2	2	2	2	
3519709	12/06/2020	Brazil	SP	Ibi�na/SP	3519709	0	6	2	109	7,60668	138,18809	0,05505	SES	TRUE	18387	0	36	18359	65	36	37	38	56	0	0	0	225	0	2	Conglomerado 2	3519709	2	2	2	2	2	2	2	2	2	2	2	2	2	
3519808	0	0	0	0	3519808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	226	8	1	Conglomerado 1	3519808	1	1	1	1	1	1	1	1	1	1	1	1	1	
3519907	12/06/2020	Brazil	SP	Iep�/SP	3519907	0	1	0	2	12,2564	24,51281	0,5	SES	TRUE	18371	0	0	18371	0	0	0	0	0	0	0	0	227	0	5	Conglomerado 5	3519907	9	9	9	9	9	9	9	9	9	9	9	9	9	
3520004	12/06/2020	Brazil	SP	Igara�u do Tiet�/SP	3520004	0	1	1	43	4,05285	174,27251	0,02326	SES	TRUE	18415	0	0	18379	0	16	38	0	0	0	0	0	228	0	2	Conglomerado 2	3520004	2	2	2	2	2	2	2	2	2	2	2	2	2	
3520103	12/06/2020	Brazil	SP	Igarapava/SP	3520103	0	1	3	21	3,28601	69,00631	0,04762	SES	TRUE	18415	0	0	18367	0	50	0	0	0	0	0	1	229	0	10	Conglomerado 10	3520103	33	33	33	33	33	33	33	33	33	33	33	33	33	
3520202	12/06/2020	Brazil	SP	Igarat�/SP	3520202	0	1	3	119	10,48878	1248,16446	0,0084	SES	TRUE	18415	0	0	18365	55	19	40	49	55	0	0	0	230	0	2	Conglomerado 2	3520202	2	2	2	2	2	2	2	2	2	2	2	2	2	
3520301	12/06/2020	Brazil	SP	Iguape/SP	3520301	0	0	0	56	0	181,48232	0	SES	TRUE	0	0	0	18370	0	17	33	52	0	0	1	0	231	0	18	Conglomerado 18	3520301	231	231	231	231	231	231	231	231	231	231	231	231	231	
3520400	12/06/2020	Brazil	SP	Ilhabela/SP	3520400	0	2	1	60	5,71919	171,57564	0,03333	SES	TRUE	18409	0	0	18361	0	34	35	56	0	0	0	0	232	9	19	Conglomerado 19	3520400	232	232	232	232	232	232	232	232	232	232	232	232	232	
3520426	12/06/2020	Brazil	SP	Ilha Comprida/SP	3520426	0	2	0	38	17,91152	340,31883	0,05263	SES	TRUE	18374	0	0	18358	0	11	47	0	0	0	0	0	233	0	2	Conglomerado 2	3520426	2	2	2	2	2	2	2	2	2	2	2	2	2	
3520442	12/06/2020	Brazil	SP	Ilha Solteira/SP	3520442	0	0	0	12	0	44,9674	0	SES	TRUE	0	0	0	18369	0	35	0	0	0	0	0	0	234	0	1	Conglomerado 1	3520442	1	1	1	1	1	1	1	1	1	1	1	1	1	
3520509	12/06/2020	Brazil	SP	Indaiatuba/SP	3520509	0	25	1	193	9,93534	76,70083	0,12953	SES	TRUE	18375	20	15	18353	53	22	29	45	50	0	0	0	235	0	2	Conglomerado 2	3520509	2	2	2	2	2	2	2	2	2	2	2	2	2	
3520608	12/06/2020	Brazil	SP	Indiana/SP	3520608	0	0	0	20	0	409,41658	0	SES	TRUE	0	0	0	18391	0	18	0	0	0	0	0	0	236	0	8	Conglomerado 8	3520608	26	26	26	26	26	26	26	26	26	26	26	26	26	
3520707	12/06/2020	Brazil	SP	Indiapor�/SP	3520707	0	0	0	7	0	179,62535	0	SES	TRUE	0	0	0	18410	0	0	0	0	0	0	0	0	237	0	1	Conglomerado 1	3520707	1	1	1	1	1	1	1	1	1	1	1	1	1	
3520806	12/06/2020	Brazil	SP	In�bia Paulista/SP	3520806	0	0	0	2	0	50,11275	0	SES	TRUE	0	0	0	18391	0	0	0	0	0	0	1	0	238	0	1	Conglomerado 1	3520806	1	1	1	1	1	1	1	1	1	1	1	1	1	
