shape_CD_GEOCODM	date	country	state	city	ibgeID	newDeaths	deaths	newCases	totalCases	deaths_per_100k_inhabitants	totalCases_per_100k_inhabitants	deaths_by_totalCases	X_source	is_last	day1_death	day_10death	day_5death	day1_case	day_100cases	day_10cases	day_25cases	day_50cases	day_75cases	tem_rodo	tem_rodo_1	tem_rodo_2	MapaCD_GEOCODM	MapaTematico	Cluster_Espacial	Label_Cluster_Espacial	ID da observação dos clusters	Cluster 30	Cluster 29	Cluster 28	Cluster 27	Cluster 26	Cluster 25	Cluster 24	Cluster 23	Cluster 22	Cluster 21	Cluster 20	Cluster 19	Cluster 18	
3502804	12/06/2020	Brazil	SP	Ara�atuba/SP	3502804	0	8	4	261	4,06058	132,47655	0,03065	SES	TRUE	18374	0	27	18352	44	8	15	25	35	0	0	0	31	0	0	Conglomerado 0	3502804	0	0	0	0	0	0	0	0	0	0	0	0	0	
3502903	12/06/2020	Brazil	SP	Ara�oiaba da Serra/SP	3502903	0	1	2	57	2,9286	166,93024	0,01754	SES	TRUE	18403	0	0	18362	0	33	39	60	0	0	0	1	32	0	2	Conglomerado 2	3502903	2	2	2	2	2	2	2	2	2	2	2	2	2	
3503000	12/06/2020	Brazil	SP	Aramina/SP	3503000	0	1	0	1	17,79359	17,79359	1	SES	TRUE	18424	0	0	18424	0	0	0	0	0	0	0	1	33	0	10	Conglomerado 10	3503000	33	33	33	33	33	33	33	33	33	33	33	33	33	
3503109	12/06/2020	Brazil	SP	Arandu/SP	3503109	0	2	0	12	31,46138	188,76829	0,16667	SES	TRUE	18375	0	0	18369	0	14	0	0	0	0	0	0	34	0	2	Conglomerado 2	3503109	2	2	2	2	2	2	2	2	2	2	2	2	2	
3503158	12/06/2020	Brazil	SP	Arape�/SP	3503158	0	1	0	1	40,50223	40,50223	1	SES	TRUE	18422	0	0	18422	0	0	0	0	0	0	0	0	35	0	9	Conglomerado 9	3503158	27	27	27	27	27	27	27	27	27	27	27	27	27	
3503208	12/06/2020	Brazil	SP	Araraquara/SP	3503208	0	6	29	497	2,5416	210,52899	0,01207	SES	TRUE	18362	0	56	18354	36	9	13	19	33	0	1	0	36	0	2	Conglomerado 2	3503208	2	2	2	2	2	2	2	2	2	2	2	2	2	
3503307	12/06/2020	Brazil	SP	Araras/SP	3503307	0	3	9	182	2,23487	135,58211	0,01648	SES	TRUE	18380	0	0	18359	52	17	29	36	46	0	0	1	37	0	2	Conglomerado 2	3503307	2	2	2	2	2	2	2	2	2	2	2	2	2	
3503356	0	0	0	0	3503356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	1	Conglomerado 1	3503356	1	1	1	1	1	1	1	1	1	1	1	1	1	
3503406	12/06/2020	Brazil	SP	Arealva/SP	3503406	0	0	0	1	0	11,68224	0	SES	TRUE	0	0	0	18378	0	0	0	0	0	0	0	0	39	0	1	Conglomerado 1	3503406	1	1	1	1	1	1	1	1	1	1	1	1	1	
3503505	0	0	0	0	3503505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	18	9	Conglomerado 9	3503505	27	27	27	27	27	27	27	27	27	27	27	27	27	
3503604	12/06/2020	Brazil	SP	Arei�polis/SP	3503604	0	3	1	11	26,9566	98,84087	0,27273	SES	TRUE	18408	0	0	18375	0	36	0	0	0	0	0	0	41	0	2	Conglomerado 2	3503604	2	2	2	2	2	2	2	2	2	2	2	2	2	
3503703	12/06/2020	Brazil	SP	Ariranha/SP	3503703	0	0	0	2	0	20,6868	0	SES	TRUE	0	0	0	18402	0	0	0	0	0	0	0	0	42	0	1	Conglomerado 1	3503703	1	1	1	1	1	1	1	1	1	1	1	1	1	
3503802	12/06/2020	Brazil	SP	Artur Nogueira/SP	3503802	0	2	0	40	3,67593	73,5186	0,05	SES	TRUE	18412	0	0	18361	0	42	55	0	0	0	0	0	43	0	2	Conglomerado 2	3503802	2	2	2	2	2	2	2	2	2	2	2	2	2	
3503901	12/06/2020	Brazil	SP	Aruj�/SP	3503901	0	27	6	328	30,05878	365,15853	0,08232	SES	TRUE	18354	43	37	18347	44	15	24	35	41	0	0	1	44	0	2	Conglomerado 2	3503901	2	2	2	2	2	2	2	2	2	2	2	2	2	
3503950	12/06/2020	Brazil	SP	Asp�sia/SP	3503950	0	0	0	2	0	109,76948	0	SES	TRUE	0	0	0	18415	0	0	0	0	0	0	0	0	45	0	1	Conglomerado 1	3503950	1	1	1	1	1	1	1	1	1	1	1	1	1	
3504008	12/06/2020	Brazil	SP	Assis/SP	3504008	0	5	2	76	4,78991	72,8067	0,06579	SES	TRUE	18361	0	40	18354	0	27	41	57	71	0	0	1	46	0	5	Conglomerado 5	3504008	9	9	9	9	9	9	9	9	9	9	9	9	9	
3504107	12/06/2020	Brazil	SP	Atibaia/SP	3504107	0	5	1	112	3,50236	78,4528	0,04464	SES	TRUE	18367	0	41	18355	64	6	24	41	50	0	0	1	47	0	2	Conglomerado 2	3504107	2	2	2	2	2	2	2	2	2	2	2	2	2	
3504206	12/06/2020	Brazil	SP	Auriflama/SP	3504206	0	0	1	7	0	46,08598	0	SES	TRUE	0	0	0	18379	0	0	0	0	0	1	0	0	48	0	1	Conglomerado 1	3504206	1	1	1	1	1	1	1	1	1	1	1	1	1	
3504305	12/06/2020	Brazil	SP	Ava�/SP	3504305	0	0	0	2	0	37,01647	0	SES	TRUE	0	0	0	18370	0	0	0	0	0	0	0	0	49	0	1	Conglomerado 1	3504305	1	1	1	1	1	1	1	1	1	1	1	1	1	
3504404	12/06/2020	Brazil	SP	Avanhandava/SP	3504404	0	0	0	1	0	7,32654	0	SES	TRUE	0	0	0	18390	0	0	0	0	0	1	0	0	50	0	1	Conglomerado 1	3504404	1	1	1	1	1	1	1	1	1	1	1	1	1	
3504503	12/06/2020	Brazil	SP	Avar�/SP	3504503	0	7	1	84	7,72158	92,65898	0,08333	SES	TRUE	18366	0	45	18360	0	16	28	50	59	0	0	1	51	0	2	Conglomerado 2	3504503	2	2	2	2	2	2	2	2	2	2	2	2	2	
3504602	12/06/2020	Brazil	SP	Bady Bassitt/SP	3504602	0	4	1	37	22,85453	211,40441	0,10811	SES	TRUE	18385	0	0	18360	0	34	50	0	0	0	1	0	52	0	11	Conglomerado 11	3504602	52	52	52	52	52	52	52	52	52	52	52	52	52	
3504701	0	0	0	0	3504701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	53	0	6	Conglomerado 6	3504701	16	16	16	16	16	16	16	16	16	16	16	16	16	
3504800	12/06/2020	Brazil	SP	B�lsamo/SP	3504800	0	0	2	6	0	66,16674	0	SES	TRUE	0	0	0	18401	0	0	0	0	0	0	0	0	54	0	1	Conglomerado 1	3504800	1	1	1	1	1	1	1	1	1	1	1	1	1	
3504909	12/06/2020	Brazil	SP	Bananal/SP	3504909	0	0	0	6	0	54,81955	0	SES	TRUE	0	0	0	18389	0	0	0	0	0	0	0	0	55	0	9	Conglomerado 9	3504909	27	27	27	27	27	27	27	27	27	27	27	27	27	
3505005	12/06/2020	Brazil	SP	Bar�o de Antonina/SP	3505005	0	0	0	1	0	28,82675	0	SES	TRUE	0	0	0	18402	0	0	0	0	0	0	0	0	56	0	3	Conglomerado 3	3505005	5	5	5	5	5	5	5	5	5	5	5	5	5	
3505104	12/06/2020	Brazil	SP	Barbosa/SP	3505104	0	0	0	0	0	0	0	SES	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	57	0	1	Conglomerado 1	3505104	1	1	1	1	1	1	1	1	1	1	1	1	1	
3505203	12/06/2020	Brazil	SP	Bariri/SP	3505203	0	1	2	32	2,83575	90,7441	0,03125	SES	TRUE	18399	0	0	18366	0	45	57	0	0	0	0	0	58	0	2	Conglomerado 2	3505203	2	2	2	2	2	2	2	2	2	2	2	2	2	
3505302	12/06/2020	Brazil	SP	Barra Bonita/SP	3505302	0	2	4	67	5,53618	185,46199	0,02985	SES	TRUE	18380	0	0	18376	0	16	35	43	0	0	0	0	59	0	2	Conglomerado 2	3505302	2	2	2	2	2	2	2	2	2	2	2	2	2	
3505351	0	0	0	0	3505351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	19	3	Conglomerado 3	3505351	5	5	5	5	5	5	5	5	5	5	5	5	5	
3505401	12/06/2020	Brazil	SP	Barra do Turvo/SP	3505401	0	1	0	11	13,05653	143,62188	0,09091	SES	TRUE	18400	0	0	18361	0	59	0	0	0	0	0	1	61	0	2	Conglomerado 2	3505401	2	2	2	2	2	2	2	2	2	2	2	2	2	
3505500	12/06/2020	Brazil	SP	Barretos/SP	3505500	0	14	34	386	11,4662	316,13949	0,03627	SES	TRUE	18373	37	23	18359	39	14	22	24	36	0	1	0	62	0	11	Conglomerado 11	3505500	52	52	52	52	52	52	52	52	52	52	52	52	52	
3505609	12/06/2020	Brazil	SP	Barrinha/SP	3505609	0	2	1	47	6,09533	143,24028	0,04255	SES	TRUE	18375	0	0	18375	0	24	44	0	0	0	0	0	63	0	11	Conglomerado 11	3505609	52	52	52	52	52	52	52	52	52	52	52	52	52	
3505708	12/06/2020	Brazil	SP	Barueri/SP	3505708	1	161	26	1577	58,72012	575,1654	0,10209	SES	TRUE	18355	21	13	18339	30	13	15	27	29	0	0	1	64	0	2	Conglomerado 2	3505708	2	2	2	2	2	2	2	2	2	2	2	2	2	
3505807	12/06/2020	Brazil	SP	Bastos/SP	3505807	0	0	0	2	0	9,54517	0	SES	TRUE	0	0	0	18403	0	0	0	0	0	0	0	0	65	0	1	Conglomerado 1	3505807	1	1	1	1	1	1	1	1	1	1	1	1	1	
3505906	12/06/2020	Brazil	SP	Batatais/SP	3505906	0	1	0	33	1,5998	52,79324	0,0303	SES	TRUE	18380	0	0	18360	0	51	62	0	0	0	1	0	66	0	11	Conglomerado 11	3505906	52	52	52	52	52	52	52	52	52	52	52	52	52	
3506003	12/06/2020	Brazil	SP	Bauru/SP	3506003	0	17	2	469	4,51146	124,46327	0,03625	SES	TRUE	18357	34	18	18352	30	9	17	18	26	0	1	0	67	0	2	Conglomerado 2	3506003	2	2	2	2	2	2	2	2	2	2	2	2	2	
3506102	12/06/2020	Brazil	SP	Bebedouro/SP	3506102	0	2	2	44	2,58078	56,77712	0,04545	SES	TRUE	18395	0	0	18359	0	36	58	0	0	0	1	0	68	0	11	Conglomerado 11	3506102	52	52	52	52	52	52	52	52	52	52	52	52	52	
3506201	12/06/2020	Brazil	SP	Bento de Abreu/SP	3506201	0	0	0	1	0	33,55705	0	SES	TRUE	0	0	0	18419	0	0	0	0	0	0	0	0	69	0	1	Conglomerado 1	3506201	1	1	1	1	1	1	1	1	1	1	1	1	1	
3506300	12/06/2020	Brazil	SP	Bernardino de Campos/SP	3506300	0	0	0	1	0	8,97022	0	SES	TRUE	0	0	0	18388	0	0	0	0	0	0	0	0	70	0	3	Conglomerado 3	3506300	5	5	5	5	5	5	5	5	5	5	5	5	5	
3506359	12/06/2020	Brazil	SP	Bertioga/SP	3506359	0	9	0	161	14,22947	254,54948	0,0559	SES	TRUE	18387	0	21	18387	30	8	9	25	29	0	1	0	71	0	2	Conglomerado 2	3506359	2	2	2	2	2	2	2	2	2	2	2	2	2	
3506409	12/06/2020	Brazil	SP	Bilac/SP	3506409	0	0	0	1	0	12,4471	0	SES	TRUE	0	0	0	18367	0	0	0	0	0	0	0	0	72	0	1	Conglomerado 1	3506409	1	1	1	1	1	1	1	1	1	1	1	1	1	
3506508	12/06/2020	Brazil	SP	Birigui/SP	3506508	0	2	5	81	1,61763	65,51384	0,02469	SES	TRUE	18410	0	0	18358	0	19	27	43	66	0	0	0	73	0	0	Conglomerado 0	3506508	0	0	0	0	0	0	0	0	0	0	0	0	0	
3506607	12/06/2020	Brazil	SP	Biritiba-Mirim/SP	3506607	0	4	0	45	12,27069	138,04528	0,08889	SES	TRUE	18397	0	0	18375	0	13	24	0	0	0	0	0	74	0	2	Conglomerado 2	3506607	2	2	2	2	2	2	2	2	2	2	2	2	2	
3506706	12/06/2020	Brazil	SP	Boa Esperan�a do Sul/SP	3506706	0	1	0	17	6,70107	113,91811	0,05882	SES	TRUE	18420	0	0	18402	0	4	0	0	0	0	0	0	75	0	2	Conglomerado 2	3506706	2	2	2	2	2	2	2	2	2	2	2	2	2	
3506805	12/06/2020	Brazil	SP	Bocaina/SP	3506805	0	1	3	16	8,11096	129,77533	0,0625	SES	TRUE	18410	0	0	18380	0	35	0	0	0	0	0	0	76	0	2	Conglomerado 2	3506805	2	2	2	2	2	2	2	2	2	2	2	2	2	
3506904	12/06/2020	Brazil	SP	Bofete/SP	3506904	0	2	0	29	17,0503	247,22933	0,06897	SES	TRUE	18408	0	0	18405	0	14	14	0	0	0	0	1	77	0	2	Conglomerado 2	3506904	2	2	2	2	2	2	2	2	2	2	2	2	2	
3507001	12/06/2020	Brazil	SP	Boituva/SP	3507001	0	5	0	104	8,19712	170,50019	0,04808	SES	TRUE	18391	0	27	18358	66	24	37	52	60	0	0	1	78	0	2	Conglomerado 2	3507001	2	2	2	2	2	2	2	2	2	2	2	2	2	
3507100	12/06/2020	Brazil	SP	Bom Jesus dos Perd�es/SP	3507100	0	0	0	23	0	90,38038	0	SES	TRUE	0	0	0	18377	0	28	0	0	0	0	0	0	79	0	2	Conglomerado 2	3507100	2	2	2	2	2	2	2	2	2	2	2	2	2	
3507159	0	0	0	0	3507159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	19	3	Conglomerado 3	3507159	5	5	5	5	5	5	5	5	5	5	5	5	5	
3507209	12/06/2020	Brazil	SP	Bor�/SP	3507209	0	0	0	1	0	119,47431	0	SES	TRUE	0	0	0	18416	0	0	0	0	0	0	0	0	81	0	1	Conglomerado 1	3507209	1	1	1	1	1	1	1	1	1	1	1	1	1	
3507308	12/06/2020	Brazil	SP	Borac�ia/SP	3507308	0	0	0	14	0	290,27576	0	SES	TRUE	0	0	0	18398	0	22	0	0	0	0	0	0	82	0	2	Conglomerado 2	3507308	2	2	2	2	2	2	2	2	2	2	2	2	2	
3507407	12/06/2020	Brazil	SP	Borborema/SP	3507407	0	0	1	14	0	87,24916	0	SES	TRUE	0	0	0	18376	0	35	0	0	0	0	0	0	83	0	1	Conglomerado 1	3507407	1	1	1	1	1	1	1	1	1	1	1	1	1	
3507456	12/06/2020	Brazil	SP	Borebi/SP	3507456	0	0	0	5	0	188,46589	0	SES	TRUE	0	0	0	18377	0	0	0	0	0	0	0	0	84	0	3	Conglomerado 3	3507456	5	5	5	5	5	5	5	5	5	5	5	5	5	
3507506	12/06/2020	Brazil	SP	Botucatu/SP	3507506	0	9	14	425	6,14347	290,10833	0,02118	SES	TRUE	18360	0	29	18356	36	5	13	24	32	0	0	0	85	0	2	Conglomerado 2	3507506	2	2	2	2	2	2	2	2	2	2	2	2	2	
3507605	12/06/2020	Brazil	SP	Bragan�a Paulista/SP	3507605	0	12	1	315	7,11457	186,75742	0,0381	SES	TRUE	18359	22	6	18359	32	0	3	22	28	0	0	1	86	0	2	Conglomerado 2	3507605	2	2	2	2	2	2	2	2	2	2	2	2	2	
3507704	12/06/2020	Brazil	SP	Bra�na/SP	3507704	0	0	0	2	0	35,17411	0	SES	TRUE	0	0	0	18420	0	0	0	0	0	0	0	0	87	0	1	Conglomerado 1	3507704	1	1	1	1	1	1	1	1	1	1	1	1	1	
3507753	12/06/2020	Brazil	SP	Brejo Alegre/SP	3507753	0	0	0	2	0	69,80803	0	SES	TRUE	0	0	0	18388	0	0	0	0	0	0	0	0	88	0	1	Conglomerado 1	3507753	1	1	1	1	1	1	1	1	1	1	1	1	1	
3507803	12/06/2020	Brazil	SP	Brodowski/SP	3507803	1	2	3	42	8,01957	168,41092	0,04762	SES	TRUE	18410	0	0	18351	0	36	67	0	0	0	0	0	89	0	11	Conglomerado 11	3507803	52	52	52	52	52	52	52	52	52	52	52	52	52	
3507902	12/06/2020	Brazil	SP	Brotas/SP	3507902	0	0	0	6	0	24,58714	0	SES	TRUE	0	0	0	18395	0	0	0	0	0	0	1	0	90	0	7	Conglomerado 7	3507902	22	22	22	22	22	22	22	22	22	22	22	22	22	
3508009	12/06/2020	Brazil	SP	Buri/SP	3508009	0	0	0	10	0	50,30687	0	SES	TRUE	0	0	0	18397	0	26	0	0	0	0	0	1	91	0	2	Conglomerado 2	3508009	91	91	91	91	91	91	91	91	91	91	2	2	2	
3508108	12/06/2020	Brazil	SP	Buritama/SP	3508108	0	0	0	18	0	104,993	0	SES	TRUE	0	0	0	18367	0	29	0	0	0	1	0	0	92	0	1	Conglomerado 1	3508108	1	1	1	1	1	1	1	1	1	1	1	1	1	
3508207	12/06/2020	Brazil	SP	Buritizal/SP	3508207	0	0	0	4	0	89,26579	0	SES	TRUE	0	0	0	18412	0	0	0	0	0	0	0	1	93	0	10	Conglomerado 10	3508207	33	33	33	33	33	33	33	33	33	33	33	33	33	
3508306	12/06/2020	Brazil	SP	Cabr�lia Paulista/SP	3508306	0	0	0	2	0	46,90432	0	SES	TRUE	0	0	0	18422	0	0	0	0	0	0	1	0	94	0	1	Conglomerado 1	3508306	1	1	1	1	1	1	1	1	1	1	1	1	1	
3508405	12/06/2020	Brazil	SP	Cabre�va/SP	3508405	0	4	3	108	8,04716	217,27322	0,03704	SES	TRUE	18401	0	0	18374	50	22	23	38	44	0	0	0	95	0	2	Conglomerado 2	3508405	2	2	2	2	2	2	2	2	2	2	2	2	2	
3508504	12/06/2020	Brazil	SP	Ca�apava/SP	3508504	-1	3	0	91	3,18258	96,53841	0,03297	SES	TRUE	18391	0	0	18360	0	15	42	53	62	0	0	1	96	0	2	Conglomerado 2	3508504	2	2	2	2	2	2	2	2	2	2	2	2	2	
3508603	12/06/2020	Brazil	SP	Cachoeira Paulista/SP	3508603	0	1	1	16	3,00057	48,00912	0,0625	SES	TRUE	18419	0	0	18352	0	65	0	0	0	0	0	1	97	0	2	Conglomerado 2	3508603	2	2	2	2	2	2	2	2	2	2	2	2	2	
3508702	12/06/2020	Brazil	SP	Caconde/SP	3508702	0	0	0	2	0	10,53463	0	SES	TRUE	0	0	0	18380	0	0	0	0	0	0	1	0	98	0	1	Conglomerado 1	3508702	98	98	98	98	98	98	98	98	1	1	1	1	1	
3508801	0	0	0	0	3508801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99	20	1	Conglomerado 1	3508801	1	1	1	1	1	1	1	1	1	1	1	1	1	
3508900	12/06/2020	Brazil	SP	Caiabu/SP	3508900	0	1	0	5	23,86065	119,30327	0,2	SES	TRUE	18363	0	0	18363	0	0	0	0	0	0	0	0	100	0	5	Conglomerado 5	3508900	9	9	9	9	9	9	9	9	9	9	9	9	9	
3509007	12/06/2020	Brazil	SP	Caieiras/SP	3509007	0	40	18	426	39,42052	419,82852	0,0939	SES	TRUE	18352	24	14	18346	38	7	14	28	35	0	0	0	101	0	2	Conglomerado 2	3509007	2	2	2	2	2	2	2	2	2	2	2	2	2	
3509106	12/06/2020	Brazil	SP	Caiu�/SP	3509106	0	0	0	3	0	51,07252	0	SES	TRUE	0	0	0	18417	0	0	0	0	0	0	1	0	102	0	1	Conglomerado 1	3509106	1	1	1	1	1	1	1	1	1	1	1	1	1	
3509205	12/06/2020	Brazil	SP	Cajamar/SP	3509205	1	29	25	441	37,75993	574,21127	0,06576	SES	TRUE	18362	29	21	18351	44	23	29	32	39	0	0	1	103	0	2	Conglomerado 2	3509205	2	2	2	2	2	2	2	2	2	2	2	2	2	
3509254	12/06/2020	Brazil	SP	Cajati/SP	3509254	0	0	0	32	0	112,08799	0	SES	TRUE	0	0	0	18375	0	23	49	0	0	0	0	1	104	0	2	Conglomerado 2	3509254	2	2	2	2	2	2	2	2	2	2	2	2	2	
3509304	12/06/2020	Brazil	SP	Cajobi/SP	3509304	0	1	0	9	9,48587	85,37279	0,11111	SES	TRUE	18403	0	0	18382	0	0	0	0	0	0	1	0	105	0	11	Conglomerado 11	3509304	52	52	52	52	52	52	52	52	52	52	52	52	52	
3509403	12/06/2020	Brazil	SP	Cajuru/SP	3509403	0	1	1	8	3,82161	30,57286	0,125	SES	TRUE	18395	0	0	18366	0	0	0	0	0	0	0	0	106	0	1	Conglomerado 1	3509403	98	98	98	98	98	98	98	98	1	1	1	1	1	
3509452	12/06/2020	Brazil	SP	Campina do Monte Alegre/SP	3509452	0	0	0	20	0	332,00531	0	SES	TRUE	0	0	0	18397	0	22	0	0	0	0	0	1	107	0	2	Conglomerado 2	3509452	91	91	91	91	91	91	91	91	91	91	2	2	2	
3509502	12/06/2020	Brazil	SP	Campinas/SP	3509502	6	136	199	3490	11,295	289,84954	0,03897	SES	TRUE	18352	24	8	18339	23	12	17	20	22	0	0	1	108	0	2	Conglomerado 2	3509502	2	2	2	2	2	2	2	2	2	2	2	2	2	
3509601	12/06/2020	Brazil	SP	Campo Limpo Paulista/SP	3509601	0	15	3	141	17,72002	166,56822	0,10638	SES	TRUE	18369	46	35	18368	50	9	21	37	47	0	0	0	109	0	2	Conglomerado 2	3509601	2	2	2	2	2	2	2	2	2	2	2	2	2	
3509700	12/06/2020	Brazil	SP	Campos do Jord�o/SP	3509700	0	1	8	72	1,91983	138,22761	0,01389	SES	TRUE	18411	0	0	18365	0	32	44	57	0	0	1	0	110	0	2	Conglomerado 2	3509700	2	2	2	2	2	2	2	2	2	2	2	2	2	
3509809	12/06/2020	Brazil	SP	Campos Novos Paulista/SP	3509809	0	0	0	0	0	0	0	SES	TRUE	0	0	0	0	0	0	0	0	0	0	0	1	111	1	1	Conglomerado 1	3509809	1	1	1	1	1	1	1	1	1	1	1	1	1	
3509908	12/06/2020	Brazil	SP	Canan�ia/SP	3509908	0	2	0	20	15,94896	159,48963	0,1	SES	TRUE	18382	0	0	18370	0	19	0	0	0	0	1	0	112	0	2	Conglomerado 2	3509908	2	2	2	2	2	2	2	2	2	2	2	2	2	
3509957	12/06/2020	Brazil	SP	Canas/SP	3509957	0	0	0	1	0	19,46283	0	SES	TRUE	0	0	0	18389	0	0	0	0	0	0	0	1	113	0	2	Conglomerado 2	3509957	2	2	2	2	2	2	2	2	2	2	2	2	2	
3510005	12/06/2020	Brazil	SP	C�ndido Mota/SP	3510005	0	0	0	14	0	44,75703	0	SES	TRUE	0	0	0	18387	0	34	0	0	0	0	0	0	114	0	1	Conglomerado 1	3510005	1	1	1	1	1	1	1	1	1	1	1	1	1	
3510104	12/06/2020	Brazil	SP	C�ndido Rodrigues/SP	3510104	0	0	0	17	0	608,66452	0	SES	TRUE	0	0	0	18404	0	12	0	0	0	0	0	0	115	0	1	Conglomerado 1	3510104	1	1	1	1	1	1	1	1	1	1	1	1	1	
3510153	0	0	0	0	3510153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	3	Conglomerado 3	3510153	5	5	5	5	5	5	5	5	5	5	5	5	5	
3510203	12/06/2020	Brazil	SP	Cap�o Bonito/SP	3510203	0	4	0	29	8,48572	61,52149	0,13793	SES	TRUE	18379	0	0	18367	0	28	53	0	0	0	1	0	117	0	2	Conglomerado 2	3510203	2	2	2	2	2	2	2	2	2	2	2	2	2	
3510302	12/06/2020	Brazil	SP	Capela do Alto/SP	3510302	0	0	1	55	0	265,62349	0	SES	TRUE	0	0	0	18373	0	23	33	49	0	0	0	1	118	0	4	Conglomerado 4	3510302	8	8	8	8	8	8	8	8	8	8	8	8	8	
3510401	12/06/2020	Brazil	SP	Capivari/SP	3510401	0	0	4	81	0	145,24458	0	SES	TRUE	0	0	0	18401	0	15	15	15	23	0	1	0	119	0	12	Conglomerado 12	3510401	119	119	119	119	119	119	119	119	119	119	119	119	119	
3510500	12/06/2020	Brazil	SP	Caraguatatuba/SP	3510500	0	10	5	230	8,22829	189,25057	0,04348	SES	TRUE	18359	60	56	18358	43	12	22	32	37	0	1	0	120	0	2	Conglomerado 2	3510500	2	2	2	2	2	2	2	2	2	2	2	2	2	
3510609	12/06/2020	Brazil	SP	Carapicu�ba/SP	3510609	1	107	55	1508	26,68815	376,12832	0,07095	SES	TRUE	18354	28	21	18335	38	19	26	33	37	0	0	0	121	0	2	Conglomerado 2	3510609	2	2	2	2	2	2	2	2	2	2	2	2	2	
3510708	12/06/2020	Brazil	SP	Cardoso/SP	3510708	0	0	0	0	0	0	0	SES	TRUE	0	0	0	0	0	0	0	0	0	1	0	0	122	2	1	Conglomerado 1	3510708	1	1	1	1	1	1	1	1	1	1	1	1	1	
3510807	12/06/2020	Brazil	SP	Casa Branca/SP	3510807	0	0	0	9	0	29,62475	0	SES	TRUE	0	0	0	18395	0	0	0	0	0	0	1	0	123	0	1	Conglomerado 1	3510807	1	1	1	1	1	1	1	1	1	1	1	1	1	
3510906	12/06/2020	Brazil	SP	C�ssia dos Coqueiros/SP	3510906	0	0	1	7	0	277,44748	0	SES	TRUE	0	0	0	18412	0	0	0	0	0	0	0	0	124	0	1	Conglomerado 1	3510906	98	98	98	98	98	98	98	98	1	1	1	1	1	
3511003	12/06/2020	Brazil	SP	Castilho/SP	3511003	0	1	0	6	4,76054	28,56327	0,16667	SES	TRUE	18405	0	0	18368	0	0	0	0	0	1	0	0	125	0	0	Conglomerado 0	3511003	0	0	0	0	0	0	0	0	0	0	0	0	0	
3511102	12/06/2020	Brazil	SP	Catanduva/SP	3511102	0	12	10	210	9,8472	172,32607	0,05714	SES	TRUE	18360	56	35	18359	49	16	29	36	42	1	0	0	126	0	11	Conglomerado 11	3511102	52	52	52	52	52	52	52	52	52	52	52	52	52	
3511201	12/06/2020	Brazil	SP	Catigu�/SP	3511201	0	0	0	7	0	89,69759	0	SES	TRUE	0	0	0	18393	0	0	0	0	0	1	0	0	127	0	1	Conglomerado 1	3511201	1	1	1	1	1	1	1	1	1	1	1	1	1	
3511300	12/06/2020	Brazil	SP	Cedral/SP	3511300	0	0	0	8	0	86,60821	0	SES	TRUE	0	0	0	18356	0	0	0	0	0	1	0	0	128	0	1	Conglomerado 1	3511300	1	1	1	1	1	1	1	1	1	1	1	1	1	
3511409	12/06/2020	Brazil	SP	Cerqueira C�sar/SP	3511409	0	0	0	7	0	35,02627	0	SES	TRUE	0	0	0	18388	0	0	0	0	0	0	0	1	129	0	3	Conglomerado 3	3511409	5	5	5	5	5	5	5	5	5	5	5	5	5	
3511508	12/06/2020	Brazil	SP	Cerquilho/SP	3511508	0	3	1	26	6,12883	53,11651	0,11538	SES	TRUE	18396	0	0	18396	0	9	27	0	0	0	1	0	130	0	2	Conglomerado 2	3511508	2	2	2	2	2	2	2	2	2	2	2	2	2	
3511607	12/06/2020	Brazil	SP	Ces�rio Lange/SP	3511607	0	1	0	11	5,51025	60,61274	0,09091	SES	TRUE	18405	0	0	18400	0	24	0	0	0	0	0	1	131	0	2	Conglomerado 2	3511607	2	2	2	2	2	2	2	2	2	2	2	2	2	
3511706	12/06/2020	Brazil	SP	Charqueada/SP	3511706	0	3	0	70	17,45201	407,2135	0,04286	SES	TRUE	18383	0	0	18382	0	8	19	27	0	0	0	0	132	0	2	Conglomerado 2	3511706	2	2	2	2	2	2	2	2	2	2	2	2	2	
3511904	0	0	0	0	3511904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	3	1	Conglomerado 1	3511904	1	1	1	1	1	1	1	1	1	1	1	1	1	
3512001	12/06/2020	Brazil	SP	Colina/SP	3512001	0	2	1	12	10,82954	64,97726	0,16667	SES	TRUE	18397	0	0	18380	0	36	0	0	0	0	1	0	134	0	11	Conglomerado 11	3512001	52	52	52	52	52	52	52	52	52	52	52	52	52	
